counts_code,scenario_type,total_tasks,n1,n2,n3,n4,p1,p2,p3,p4,r,lambda,lambda_label,gamma,activation_cost_K,speed_preference,eta_T_percent,eta_E_percent,mean_score,std_score,risk_penalty,activation_cost_factor_phi,activation_penalty,final_integrated_score,final_recommendation,selected_mode,recommended_speed_multiplier,opt_speed_2arm,opt_speed_3arm,opt_obj_2arm,opt_obj_3arm,speed_objective_gain_3arm_vs_2arm_percent,sample_count,robust_data_source,model_note
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,1.5,10,efficiency_first,23.91,3.7,16.5,5.61,8.42,1.1384,11.38,-3.3,recommend_2arm,2arm,1.4,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,1.5,12,efficiency_first,23.91,3.7,16.5,5.61,8.42,1.1384,13.66,-5.58,recommend_2arm,2arm,1.4,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,1.5,15,efficiency_first,23.91,3.7,16.5,5.61,8.42,1.1384,17.08,-8.99,recommend_2arm,2arm,1.4,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,1.5,20,efficiency_first,23.91,3.7,16.5,5.61,8.42,1.1384,22.77,-14.68,recommend_2arm,2arm,1.4,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,1.5,25,efficiency_first,23.91,3.7,16.5,5.61,8.42,1.1384,28.46,-20.38,recommend_2arm,2arm,1.4,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,2,0,efficiency_first,23.91,3.7,16.5,5.61,11.22,1.1384,0.0,5.28,recommend_3arm,3arm,1.28,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,2,2,efficiency_first,23.91,3.7,16.5,5.61,11.22,1.1384,2.28,3.0,recommend_3arm,3arm,1.28,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,2,4,efficiency_first,23.91,3.7,16.5,5.61,11.22,1.1384,4.55,0.73,recommend_3arm,3arm,1.28,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,2,6,efficiency_first,23.91,3.7,16.5,5.61,11.22,1.1384,6.83,-1.55,recommend_2arm,2arm,1.4,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,2,8,efficiency_first,23.91,3.7,16.5,5.61,11.22,1.1384,9.11,-3.83,recommend_2arm,2arm,1.4,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,2,10,efficiency_first,23.91,3.7,16.5,5.61,11.22,1.1384,11.38,-6.1,recommend_2arm,2arm,1.4,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,2,12,efficiency_first,23.91,3.7,16.5,5.61,11.22,1.1384,13.66,-8.38,recommend_2arm,2arm,1.4,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,2,15,efficiency_first,23.91,3.7,16.5,5.61,11.22,1.1384,17.08,-11.8,recommend_2arm,2arm,1.4,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,2,20,efficiency_first,23.91,3.7,16.5,5.61,11.22,1.1384,22.77,-17.49,recommend_2arm,2arm,1.4,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,2,2,2,25,efficiency_first,23.91,3.7,16.5,5.61,11.22,1.1384,28.46,-23.18,recommend_2arm,2arm,1.4,1.4,1.28,0.9058,0.7741,14.54,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0,0,balanced,23.91,3.7,12.79,5.62,0.0,1.1384,0.0,12.79,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0,2,balanced,23.91,3.7,12.79,5.62,0.0,1.1384,2.28,10.51,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0,4,balanced,23.91,3.7,12.79,5.62,0.0,1.1384,4.55,8.24,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0,6,balanced,23.91,3.7,12.79,5.62,0.0,1.1384,6.83,5.96,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0,8,balanced,23.91,3.7,12.79,5.62,0.0,1.1384,9.11,3.68,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0,10,balanced,23.91,3.7,12.79,5.62,0.0,1.1384,11.38,1.41,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0,12,balanced,23.91,3.7,12.79,5.62,0.0,1.1384,13.66,-0.87,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0,15,balanced,23.91,3.7,12.79,5.62,0.0,1.1384,17.08,-4.29,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0,20,balanced,23.91,3.7,12.79,5.62,0.0,1.1384,22.77,-9.98,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0,25,balanced,23.91,3.7,12.79,5.62,0.0,1.1384,28.46,-15.67,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0.5,0,balanced,23.91,3.7,12.79,5.62,2.81,1.1384,0.0,9.98,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0.5,2,balanced,23.91,3.7,12.79,5.62,2.81,1.1384,2.28,7.7,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0.5,4,balanced,23.91,3.7,12.79,5.62,2.81,1.1384,4.55,5.43,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0.5,6,balanced,23.91,3.7,12.79,5.62,2.81,1.1384,6.83,3.15,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0.5,8,balanced,23.91,3.7,12.79,5.62,2.81,1.1384,9.11,0.87,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0.5,10,balanced,23.91,3.7,12.79,5.62,2.81,1.1384,11.38,-1.4,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0.5,12,balanced,23.91,3.7,12.79,5.62,2.81,1.1384,13.66,-3.68,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0.5,15,balanced,23.91,3.7,12.79,5.62,2.81,1.1384,17.08,-7.1,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0.5,20,balanced,23.91,3.7,12.79,5.62,2.81,1.1384,22.77,-12.79,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,0.5,25,balanced,23.91,3.7,12.79,5.62,2.81,1.1384,28.46,-18.48,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1,0,balanced,23.91,3.7,12.79,5.62,5.62,1.1384,0.0,7.17,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1,2,balanced,23.91,3.7,12.79,5.62,5.62,1.1384,2.28,4.89,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1,4,balanced,23.91,3.7,12.79,5.62,5.62,1.1384,4.55,2.62,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1,6,balanced,23.91,3.7,12.79,5.62,5.62,1.1384,6.83,0.34,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1,8,balanced,23.91,3.7,12.79,5.62,5.62,1.1384,9.11,-1.94,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1,10,balanced,23.91,3.7,12.79,5.62,5.62,1.1384,11.38,-4.21,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1,12,balanced,23.91,3.7,12.79,5.62,5.62,1.1384,13.66,-6.49,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1,15,balanced,23.91,3.7,12.79,5.62,5.62,1.1384,17.08,-9.91,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1,20,balanced,23.91,3.7,12.79,5.62,5.62,1.1384,22.77,-15.6,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1,25,balanced,23.91,3.7,12.79,5.62,5.62,1.1384,28.46,-21.29,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1.5,0,balanced,23.91,3.7,12.79,5.62,8.43,1.1384,0.0,4.36,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1.5,2,balanced,23.91,3.7,12.79,5.62,8.43,1.1384,2.28,2.08,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1.5,4,balanced,23.91,3.7,12.79,5.62,8.43,1.1384,4.55,-0.19,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1.5,6,balanced,23.91,3.7,12.79,5.62,8.43,1.1384,6.83,-2.47,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1.5,8,balanced,23.91,3.7,12.79,5.62,8.43,1.1384,9.11,-4.75,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1.5,10,balanced,23.91,3.7,12.79,5.62,8.43,1.1384,11.38,-7.02,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1.5,12,balanced,23.91,3.7,12.79,5.62,8.43,1.1384,13.66,-9.3,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1.5,15,balanced,23.91,3.7,12.79,5.62,8.43,1.1384,17.08,-12.72,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1.5,20,balanced,23.91,3.7,12.79,5.62,8.43,1.1384,22.77,-18.41,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,1.5,25,balanced,23.91,3.7,12.79,5.62,8.43,1.1384,28.46,-24.1,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,2,0,balanced,23.91,3.7,12.79,5.62,11.24,1.1384,0.0,1.55,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,2,2,balanced,23.91,3.7,12.79,5.62,11.24,1.1384,2.28,-0.73,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,2,4,balanced,23.91,3.7,12.79,5.62,11.24,1.1384,4.55,-3.0,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,2,6,balanced,23.91,3.7,12.79,5.62,11.24,1.1384,6.83,-5.28,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,2,8,balanced,23.91,3.7,12.79,5.62,11.24,1.1384,9.11,-7.56,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,2,10,balanced,23.91,3.7,12.79,5.62,11.24,1.1384,11.38,-9.83,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,2,12,balanced,23.91,3.7,12.79,5.62,11.24,1.1384,13.66,-12.11,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,2,15,balanced,23.91,3.7,12.79,5.62,11.24,1.1384,17.08,-15.53,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,2,20,balanced,23.91,3.7,12.79,5.62,11.24,1.1384,22.77,-21.22,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,3,3,2,25,balanced,23.91,3.7,12.79,5.62,11.24,1.1384,28.46,-26.91,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,4,4,0,0,balanced,23.91,3.7,9.09,5.63,0.0,1.1384,0.0,9.09,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,4,4,0,2,balanced,23.91,3.7,9.09,5.63,0.0,1.1384,2.28,6.81,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,4,4,0,4,balanced,23.91,3.7,9.09,5.63,0.0,1.1384,4.55,4.54,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,4,4,0,6,balanced,23.91,3.7,9.09,5.63,0.0,1.1384,6.83,2.26,recommend_3arm,3arm,0.81,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,4,4,0,8,balanced,23.91,3.7,9.09,5.63,0.0,1.1384,9.11,-0.02,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,4,4,0,10,balanced,23.91,3.7,9.09,5.63,0.0,1.1384,11.38,-2.29,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,4,4,0,12,balanced,23.91,3.7,9.09,5.63,0.0,1.1384,13.66,-4.57,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
1122,dual_arm_dominant,6,1,1,2,2,0.1667,0.1667,0.3333,0.3333,0.75,4,4,0,15,balanced,23.91,3.7,9.09,5.63,0.0,1.1384,17.08,-7.99,recommend_2arm,2arm,0.89,0.89,0.81,0.989,0.8619,12.86,3,robust_mode_selection_result.csv,"S_final=mean(S_lambda)-gamma*std(S_lambda)-K*Phi(p,r)"
