sensitivity_case,counts_code,n1,n2,n3,n4,total_tasks,scenario_type,seed_count,method,deadline_ratio,deadline_value,lambda_single,lambda_dual,rho_single,rho_dual,speed_min,speed_max,mean_cmax_2B_original,mean_energy_2B_original,feasible_2B,opt_speed_single_2B,opt_speed_dual_2B,opt_energy_2B,opt_cmax_2B,active_constraints_2B,kkt_pass_2B,infeasible_reason_2B,mean_cmax_3B_original,mean_energy_3B_original,feasible_3B,opt_speed_single_3B,opt_speed_dual_3B,opt_energy_3B,opt_cmax_3B,active_constraints_3B,kkt_pass_3B,infeasible_reason_3B,energy_advantage_2B_minus_3B,recommended_mode,recommendation,recommendation_reason
baseline,2212,2,2,1,2,7,single_arm_dominant,3,optimized,0.8,2110.666667,0.35,0.45,0.35,0.45,0.6,1.8,2638.333333,13213.0,1,1.245822,1.255614,13929.171619,2110.666631,deadline,1,,1794.0,13787.333333,1,0.916261,0.96873,13747.531839,1912.508178,none,1,,181.63978,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,2212,2,2,1,2,7,single_arm_dominant,3,optimized,0.85,2242.583333,0.35,0.45,0.35,0.45,0.6,1.8,2638.333333,13213.0,1,1.16903,1.18654,13631.699421,2242.583285,deadline,1,,1794.0,13787.333333,1,0.91626,0.96873,13747.531839,1912.509298,none,1,,-115.832419,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2212,2,2,1,2,7,single_arm_dominant,3,optimized,0.9,2374.5,0.35,0.45,0.35,0.45,0.6,1.8,2638.333333,13213.0,1,1.100367,1.125768,13424.08458,2374.499917,deadline,1,,1794.0,13787.333333,1,0.91626,0.96873,13747.531839,1912.509324,none,1,,-323.447259,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2212,2,2,1,2,7,single_arm_dominant,3,optimized,0.95,2506.416667,0.35,0.45,0.35,0.45,0.6,1.8,2638.333333,13213.0,1,1.038577,1.071974,13287.840663,2506.416537,deadline,1,,1794.0,13787.333333,1,0.91626,0.968729,13747.531839,1912.509531,none,1,,-459.691176,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2212,2,2,1,2,7,single_arm_dominant,3,optimized,1.0,2638.333333,0.35,0.45,0.35,0.45,0.6,1.8,2638.333333,13213.0,1,0.982623,1.024149,13208.97652,2638.333085,deadline,1,,1794.0,13787.333333,1,0.916261,0.96873,13747.531839,1912.507634,none,1,,-538.555319,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2212,2,2,1,2,7,single_arm_dominant,3,optimized,1.05,2770.25,0.35,0.45,0.35,0.45,0.6,1.8,2638.333333,13213.0,1,0.931674,0.981467,13176.743522,2770.248896,deadline,1,,1794.0,13787.333333,1,0.916261,0.96873,13747.531839,1912.507776,none,1,,-570.788317,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2212,2,2,1,2,7,single_arm_dominant,3,optimized,1.1,2902.166667,0.35,0.45,0.35,0.45,0.6,1.8,2638.333333,13213.0,1,0.916261,0.96873,13174.856501,2812.61685,none,1,,1794.0,13787.333333,1,0.916261,0.96873,13747.531839,1912.507878,none,1,,-572.675339,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2212,2,2,1,2,7,single_arm_dominant,3,optimized,1.15,3034.083333,0.35,0.45,0.35,0.45,0.6,1.8,2638.333333,13213.0,1,0.916261,0.96873,13174.856501,2812.615957,none,1,,1794.0,13787.333333,1,0.916261,0.96873,13747.531839,1912.50794,none,1,,-572.675339,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2212,2,2,1,2,7,single_arm_dominant,3,optimized,1.2,3166.0,0.35,0.45,0.35,0.45,0.6,1.8,2638.333333,13213.0,1,0.916261,0.96873,13174.856501,2812.616734,none,1,,1794.0,13787.333333,1,0.916261,0.96873,13747.531839,1912.507997,none,1,,-572.675339,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2212,2,2,1,2,7,single_arm_dominant,3,optimized,1.25,3297.916667,0.35,0.45,0.35,0.45,0.6,1.8,2638.333333,13213.0,1,0.916261,0.96873,13174.856501,2812.617037,none,1,,1794.0,13787.333333,1,0.916261,0.96873,13747.531839,1912.508036,none,1,,-572.675339,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2212,2,2,1,2,7,single_arm_dominant,3,optimized,1.3,3429.833333,0.35,0.45,0.35,0.45,0.6,1.8,2638.333333,13213.0,1,0.91626,0.96873,13174.856501,2812.618215,none,1,,1794.0,13787.333333,1,0.916261,0.96873,13747.531839,1912.508089,none,1,,-572.675339,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2212,2,2,1,2,7,single_arm_dominant,3,optimized,1.35,3561.75,0.35,0.45,0.35,0.45,0.6,1.8,2638.333333,13213.0,1,0.91626,0.96873,13174.856501,2812.618238,none,1,,1794.0,13787.333333,1,0.916261,0.96873,13747.531839,1912.508089,none,1,,-572.675339,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2212,2,2,1,2,7,single_arm_dominant,3,optimized,1.4,3693.666667,0.35,0.45,0.35,0.45,0.6,1.8,2638.333333,13213.0,1,0.91626,0.968729,13174.856501,2812.618487,none,1,,1794.0,13787.333333,1,0.916261,0.96873,13747.531839,1912.50816,none,1,,-572.675339,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2212,2,2,1,2,7,single_arm_dominant,3,optimized,1.5,3957.5,0.35,0.45,0.35,0.45,0.6,1.8,2638.333333,13213.0,1,0.916261,0.96873,13174.856501,2812.615707,none,1,,1794.0,13787.333333,1,0.916261,0.96873,13747.531839,1912.508187,none,1,,-572.675339,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,0.7,1800.633333,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,1.430926,1.425444,12056.27856,1800.633312,deadline,1,,1749.0,11194.666667,1,0.951984,0.99837,11170.849784,1800.632963,deadline,1,,885.428776,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,0.75,1929.25,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,1.332437,1.33453,11602.522612,1929.249965,deadline,1,,1749.0,11194.666667,1,0.916261,0.96873,11162.349724,1864.535677,none,1,,440.172888,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,0.8,2057.866667,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,1.245834,1.255598,11269.068472,2057.866625,deadline,1,,1749.0,11194.666667,1,0.916261,0.96873,11162.349724,1864.535223,none,1,,106.718748,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,0.85,2186.483333,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,1.169002,1.186578,11028.405612,2186.483269,deadline,1,,1749.0,11194.666667,1,0.916261,0.96873,11162.349724,1864.535736,none,1,,-133.944112,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,0.9,2315.1,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,1.100355,1.125784,10860.439689,2315.099912,deadline,1,,1749.0,11194.666667,1,0.91626,0.96873,11162.349724,1864.536652,none,1,,-301.910035,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,0.95,2443.716667,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,1.038575,1.071977,10750.214758,2443.71652,deadline,1,,1749.0,11194.666667,1,0.91626,0.96873,11162.349724,1864.536649,none,1,,-412.134966,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,1.0,2572.333333,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,0.982619,1.024154,10686.411583,2572.333041,deadline,1,,1749.0,11194.666667,1,0.91626,0.96873,11162.349724,1864.536725,none,1,,-475.938141,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,1.05,2700.95,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,0.931677,0.981463,10660.334235,2700.948667,deadline,1,,1749.0,11194.666667,1,0.91626,0.968729,11162.349724,1864.536852,none,1,,-502.015489,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,1.1,2829.566667,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,0.916261,0.96873,10658.807566,2742.256588,none,1,,1749.0,11194.666667,1,0.916261,0.968731,11162.349724,1864.534903,none,1,,-503.542158,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,1.15,2958.183333,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,0.916261,0.968731,10658.807566,2742.255506,none,1,,1749.0,11194.666667,1,0.916261,0.96873,11162.349724,1864.534993,none,1,,-503.542158,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,1.2,3086.8,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,0.916261,0.96873,10658.807566,2742.256455,none,1,,1749.0,11194.666667,1,0.916261,0.96873,11162.349724,1864.53503,none,1,,-503.542158,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,1.25,3215.416667,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,0.916261,0.96873,10658.807566,2742.25688,none,1,,1749.0,11194.666667,1,0.916261,0.96873,11162.349724,1864.535128,none,1,,-503.542158,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,1.3,3344.033333,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,0.916261,0.96873,10658.807566,2742.257104,none,1,,1749.0,11194.666667,1,0.916261,0.96873,11162.349724,1864.535135,none,1,,-503.542158,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,1.35,3472.65,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,0.91626,0.96873,10658.807566,2742.258293,none,1,,1749.0,11194.666667,1,0.916261,0.96873,11162.349724,1864.535177,none,1,,-503.542158,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,1.4,3601.266667,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,0.91626,0.96873,10658.807566,2742.258303,none,1,,1749.0,11194.666667,1,0.916261,0.96873,11162.349724,1864.535239,none,1,,-503.542158,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2221,2,2,2,1,7,single_arm_dominant,3,optimized,1.5,3858.5,0.35,0.45,0.35,0.45,0.6,1.8,2572.333333,10689.666667,1,0.91626,0.96873,10658.807566,2742.258346,none,1,,1749.0,11194.666667,1,0.916261,0.96873,11162.349724,1864.535284,none,1,,-503.542158,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,0.7,2187.5,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,1.431425,1.42573,16984.845519,2187.499981,deadline,1,,2282.0,15655.0,1,1.025941,1.06105,15720.413145,2187.499896,deadline,1,,1264.432374,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,0.75,2343.75,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,1.332322,1.334347,16344.944861,2343.749976,deadline,1,,2282.0,15655.0,1,0.950945,0.997473,15625.045039,2343.749643,deadline,1,,719.899822,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,0.8,2500.0,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,1.245146,1.254892,15875.642933,2499.999961,deadline,1,,2282.0,15655.0,1,0.916261,0.96873,15614.064848,2423.109589,none,1,,261.578084,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,0.85,2656.25,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,1.167745,1.185328,15537.92429,2656.24994,deadline,1,,2282.0,15655.0,1,0.916261,0.96873,15614.064848,2423.109189,none,1,,-76.140558,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,0.9,2812.5,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,1.098485,1.12403,15303.290331,2812.499915,deadline,1,,2282.0,15655.0,1,0.916261,0.968729,15614.064848,2423.110533,none,1,,-310.774517,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,0.95,2968.75,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,1.036051,1.069751,15150.528755,2968.749871,deadline,1,,2282.0,15655.0,1,0.91626,0.968729,15614.064848,2423.110605,none,1,,-463.536094,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,1.0,3125.0,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,0.979453,1.021428,15063.584111,3124.999725,deadline,1,,2282.0,15655.0,1,0.916262,0.96873,15614.064848,2423.108386,none,1,,-550.480738,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,1.05,3281.25,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,0.927832,0.978265,15030.120419,3281.248449,deadline,1,,2282.0,15655.0,1,0.916261,0.96873,15614.064848,2423.108604,none,1,,-583.94443,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,1.1,3437.5,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,0.916261,0.96873,15028.932215,3318.237395,none,1,,2282.0,15655.0,1,0.916261,0.96873,15614.064848,2423.108751,none,1,,-585.132634,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,1.15,3593.75,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,0.916261,0.96873,15028.932215,3318.236342,none,1,,2282.0,15655.0,1,0.916261,0.96873,15614.064848,2423.108905,none,1,,-585.132634,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,1.2,3750.0,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,0.916261,0.96873,15028.932215,3318.237131,none,1,,2282.0,15655.0,1,0.916261,0.96873,15614.064848,2423.108955,none,1,,-585.132634,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,1.25,3906.25,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,0.916261,0.968729,15028.932215,3318.238572,none,1,,2282.0,15655.0,1,0.916261,0.96873,15614.064848,2423.109024,none,1,,-585.132634,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,1.3,4062.5,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,0.916261,0.968729,15028.932215,3318.238639,none,1,,2282.0,15655.0,1,0.916261,0.96873,15614.064848,2423.109085,none,1,,-585.132634,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,1.35,4218.75,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,0.91626,0.968729,15028.932215,3318.238923,none,1,,2282.0,15655.0,1,0.916261,0.96873,15614.064848,2423.109153,none,1,,-585.132634,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,1.4,4375.0,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,0.916262,0.96873,15028.932215,3318.235622,none,1,,2282.0,15655.0,1,0.916261,0.96873,15614.064848,2423.109186,none,1,,-585.132634,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
baseline,2222,2,2,2,2,8,balanced,3,optimized,1.5,4687.5,0.35,0.45,0.35,0.45,0.6,1.8,3125.0,15068.333333,1,0.916261,0.96873,15028.932215,3318.235999,none,1,,2282.0,15655.0,1,0.916261,0.96873,15614.064848,2423.109253,none,1,,-585.132634,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,0.7,1304.8,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,1.439645,1.417667,9607.783303,1304.799981,deadline,1,,1144.333333,8445.0,1,0.854496,0.90076,8255.511514,1304.799826,deadline,1,,1352.271789,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,0.75,1398.0,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,1.340456,1.326286,9143.439761,1397.999976,deadline,1,,1144.333333,8445.0,1,0.789783,0.849494,8226.986422,1397.998427,deadline,1,,916.453339,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,0.8,1491.2,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,1.253293,1.246724,8785.118684,1491.199971,deadline,1,,1144.333333,8445.0,1,0.780897,0.842631,8226.552201,1411.727628,none,1,,558.566483,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,0.85,1584.4,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,1.175993,1.176949,8508.586557,1584.399957,deadline,1,,1144.333333,8445.0,1,0.780897,0.842631,8226.552201,1411.728092,none,1,,282.034356,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,0.9,1677.6,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,1.106859,1.115396,8296.143653,1677.59995,deadline,1,,1144.333333,8445.0,1,0.780897,0.842631,8226.552201,1411.72856,none,1,,69.591452,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,0.95,1770.8,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,1.044577,1.060812,8134.617212,1770.799936,deadline,1,,1144.333333,8445.0,1,0.780898,0.842632,8226.552201,1411.727193,none,1,,-91.934989,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.0,1864.0,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,0.988172,1.012115,8014.038398,1863.999913,deadline,1,,1144.333333,8445.0,1,0.780898,0.842631,8226.552201,1411.727329,none,1,,-212.513803,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.05,1957.2,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,0.936752,0.968541,7926.749296,1957.199868,deadline,1,,1144.333333,8445.0,1,0.780898,0.842631,8226.552201,1411.727386,none,1,,-299.802905,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.1,2050.4,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,0.889657,0.929393,7866.787379,2050.399809,deadline,1,,1144.333333,8445.0,1,0.780898,0.842631,8226.552201,1411.727462,none,1,,-359.764823,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.15,2143.6,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,0.846295,0.894151,7829.453114,2143.59966,deadline,1,,1144.333333,8445.0,1,0.780898,0.842631,8226.552201,1411.727497,none,1,,-397.099087,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.2,2236.8,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,0.806231,0.862322,7811.000927,2236.799078,deadline,1,,1144.333333,8445.0,1,0.780898,0.842631,8226.552201,1411.727522,none,1,,-415.551274,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.25,2330.0,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,0.780898,0.842631,7807.675061,2299.557185,none,1,,1144.333333,8445.0,1,0.780898,0.842631,8226.552201,1411.727567,none,1,,-418.87714,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.3,2423.2,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,0.780898,0.842631,7807.675061,2299.557384,none,1,,1144.333333,8445.0,1,0.780898,0.842631,8226.552201,1411.727586,none,1,,-418.87714,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.35,2516.4,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,0.780897,0.842631,7807.675061,2299.55798,none,1,,1144.333333,8445.0,1,0.780898,0.842631,8226.552201,1411.727591,none,1,,-418.87714,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.4,2609.6,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,0.780897,0.842631,7807.675061,2299.558244,none,1,,1144.333333,8445.0,1,0.780898,0.842631,8226.552201,1411.727592,none,1,,-418.87714,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.5,2796.0,0.25,0.35,0.35,0.45,0.6,1.8,1864.0,8015.0,1,0.780897,0.842631,7807.675061,2299.55907,none,1,,1144.333333,8445.0,1,0.780897,0.842631,8226.552201,1411.72764,none,1,,-418.87714,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,0.7,1673.233333,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,1.441951,1.419789,14477.725987,1673.233321,deadline,1,,1674.666667,12578.0,1,0.986515,1.010651,12579.252159,1673.233285,deadline,1,,1898.473828,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,0.75,1792.75,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,1.342049,1.327585,13774.575937,1792.749984,deadline,1,,1674.666667,12578.0,1,0.913061,0.948729,12400.30054,1792.749912,deadline,1,,1374.275396,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,0.8,1912.266667,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,1.254164,1.247239,13232.913561,1912.266639,deadline,1,,1674.666667,12578.0,1,0.847862,0.895383,12303.319469,1912.266481,deadline,1,,929.594092,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,0.85,2031.783333,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,1.17594,1.176825,12815.828871,2031.783298,deadline,1,,1674.666667,12578.0,1,0.789415,0.849208,12269.353106,2031.781725,deadline,1,,546.475765,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,0.9,2151.3,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,1.106012,1.114537,12496.364114,2151.299951,deadline,1,,1674.666667,12578.0,1,0.780898,0.842631,12268.782735,2050.271671,none,1,,227.581378,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,0.95,2270.816667,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,1.042848,1.059257,12254.455228,2270.816607,deadline,1,,1674.666667,12578.0,1,0.780897,0.842631,12268.782735,2050.272832,none,1,,-14.327508,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.0,2390.333333,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,0.985571,1.009856,12074.918015,2390.33325,deadline,1,,1674.666667,12578.0,1,0.780898,0.842631,12268.782735,2050.271027,none,1,,-193.86472,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.05,2509.85,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,0.933267,0.965565,11946.087145,2509.849892,deadline,1,,1674.666667,12578.0,1,0.780898,0.842631,12268.782735,2050.271211,none,1,,-322.69559,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.1,2629.366667,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,0.885233,0.925724,11858.878935,2629.366488,deadline,1,,1674.666667,12578.0,1,0.780898,0.842631,12268.782735,2050.27134,none,1,,-409.9038,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
