sensitivity_case,counts_code,n1,n2,n3,n4,total_tasks,scenario_type,seed_count,method,deadline_ratio,deadline_value,lambda_single,lambda_dual,rho_single,rho_dual,speed_min,speed_max,mean_cmax_2B_original,mean_energy_2B_original,feasible_2B,opt_speed_single_2B,opt_speed_dual_2B,opt_energy_2B,opt_cmax_2B,active_constraints_2B,kkt_pass_2B,infeasible_reason_2B,mean_cmax_3B_original,mean_energy_3B_original,feasible_3B,opt_speed_single_3B,opt_speed_dual_3B,opt_energy_3B,opt_cmax_3B,active_constraints_3B,kkt_pass_3B,infeasible_reason_3B,energy_advantage_2B_minus_3B,recommended_mode,recommendation,recommendation_reason
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,0.7,1304.8,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,1.419911,1.437338,9784.637663,1304.799983,deadline,1,,1144.333333,8445.0,1,0.847353,0.908837,8272.369447,1304.799698,deadline,1,,1512.268216,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,0.75,1398.0,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,1.32251,1.344336,9254.159801,1397.999982,deadline,1,,1144.333333,8445.0,1,0.813552,0.88015,8264.422879,1353.373285,none,1,,989.736922,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,0.8,1491.2,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,1.23706,1.263213,8848.961505,1491.199972,deadline,1,,1144.333333,8445.0,1,0.813552,0.880149,8264.422879,1353.374014,none,1,,584.538626,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,0.85,1584.4,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,1.16133,1.192011,8540.419978,1584.399962,deadline,1,,1144.333333,8445.0,1,0.813551,0.880149,8264.422879,1353.374402,none,1,,275.997099,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,0.9,1677.6,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,1.093642,1.129147,8307.63139,1677.599956,deadline,1,,1144.333333,8445.0,1,0.813552,0.88015,8264.422879,1353.373452,none,1,,43.208511,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,0.95,1770.8,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,1.032781,1.07326,8135.039936,1770.79994,deadline,1,,1144.333333,8445.0,1,0.813552,0.880149,8264.422879,1353.373553,none,1,,-129.382943,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.0,1864.0,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,0.977665,1.02338,8010.874792,1863.999909,deadline,1,,1144.333333,8445.0,1,0.813552,0.880149,8264.422879,1353.373611,none,1,,-253.548087,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.05,1957.2,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,0.927501,0.978633,7926.095328,1957.199857,deadline,1,,1144.333333,8445.0,1,0.813552,0.880149,8264.422879,1353.373661,none,1,,-338.327552,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.1,2050.4,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,0.881583,0.938371,7873.663872,2050.399759,deadline,1,,1144.333333,8445.0,1,0.813552,0.880149,8264.422879,1353.373712,none,1,,-390.759008,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.15,2143.6,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,0.839368,0.902017,7848.034878,2143.599317,deadline,1,,1144.333333,8445.0,1,0.813552,0.880149,8264.422879,1353.373724,none,1,,-416.388001,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.2,2236.8,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,0.813552,0.880149,7843.617451,2204.504913,none,1,,1144.333333,8445.0,1,0.813552,0.880149,8264.422879,1353.373742,none,1,,-420.805428,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.25,2330.0,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,0.813552,0.880149,7843.617451,2204.505065,none,1,,1144.333333,8445.0,1,0.813552,0.880149,8264.422879,1353.373773,none,1,,-420.805428,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.3,2423.2,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,0.813552,0.880149,7843.617451,2204.505468,none,1,,1144.333333,8445.0,1,0.813552,0.880149,8264.422879,1353.373777,none,1,,-420.805428,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.35,2516.4,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,0.813551,0.880149,7843.617451,2204.506132,none,1,,1144.333333,8445.0,1,0.813552,0.880149,8264.422879,1353.373786,none,1,,-420.805428,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.4,2609.6,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,0.813551,0.880149,7843.617451,2204.506146,none,1,,1144.333333,8445.0,1,0.813552,0.880149,8264.422879,1353.373793,none,1,,-420.805428,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1111,1,1,1,1,4,balanced,3,optimized,1.5,2796.0,0.35,0.45,0.5,0.6,0.6,1.8,1864.0,8015.0,1,0.813552,0.88015,7843.617451,2204.504628,none,1,,1144.333333,8445.0,1,0.813552,0.880149,8264.422879,1353.373833,none,1,,-420.805428,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,0.7,1673.233333,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,1.41828,1.435516,14712.764526,1673.233321,deadline,1,,1674.666667,12578.0,1,0.97375,1.019782,12574.381005,1673.233283,deadline,1,,2138.383521,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,0.75,1792.75,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,1.321173,1.341565,13917.956764,1792.749982,deadline,1,,1674.666667,12578.0,1,0.902474,0.956503,12407.402602,1792.7499,deadline,1,,1510.554163,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,0.8,1912.266667,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,1.235911,1.259573,13312.208674,1912.266641,deadline,1,,1674.666667,12578.0,1,0.839253,0.901897,12336.574609,1912.266282,deadline,1,,975.634065,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,0.85,2031.783333,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,1.158169,1.188997,12852.286132,2031.783305,deadline,1,,1674.666667,12578.0,1,0.813552,0.880149,12329.923378,1965.009811,none,1,,522.362754,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,0.9,2151.3,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,1.089923,1.1257,12506.699176,2151.299963,deadline,1,,1674.666667,12578.0,1,0.813552,0.880149,12329.923378,1965.009301,none,1,,176.775798,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,0.95,2270.816667,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,1.02851,1.069351,12251.952624,2270.816614,deadline,1,,1674.666667,12578.0,1,0.813552,0.880149,12329.923378,1965.009672,none,1,,-77.970754,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.0,2390.333333,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,0.972798,1.018996,12070.282964,2390.333259,deadline,1,,1674.666667,12578.0,1,0.813552,0.880149,12329.923378,1965.009868,none,1,,-259.640414,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.05,2509.85,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,0.922035,0.973747,11948.046268,2509.84988,deadline,1,,1674.666667,12578.0,1,0.813552,0.880149,12329.923378,1965.009966,none,1,,-381.87711,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.1,2629.366667,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,0.875441,0.932999,11874.620512,2629.366434,deadline,1,,1674.666667,12578.0,1,0.813552,0.880149,12329.923378,1965.010011,none,1,,-455.302866,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.15,2748.883333,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,0.832512,0.896156,11841.63477,2748.882549,deadline,1,,1674.666667,12578.0,1,0.813552,0.880149,12329.923378,1965.010072,none,1,,-488.288607,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.2,2868.4,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,0.813552,0.880149,11838.151112,2804.753515,none,1,,1674.666667,12578.0,1,0.813552,0.880149,12329.923378,1965.010067,none,1,,-491.772266,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.25,2987.916667,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,0.813552,0.880149,11838.151112,2804.755484,none,1,,1674.666667,12578.0,1,0.813552,0.880149,12329.923378,1965.010125,none,1,,-491.772266,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.3,3107.433333,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,0.813552,0.880149,11838.151112,2804.753576,none,1,,1674.666667,12578.0,1,0.813552,0.880149,12329.923378,1965.010121,none,1,,-491.772266,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.35,3226.95,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,0.813552,0.880149,11838.151112,2804.754012,none,1,,1674.666667,12578.0,1,0.813552,0.880149,12329.923378,1965.010142,none,1,,-491.772266,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.4,3346.466667,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,0.813552,0.880149,11838.151112,2804.754205,none,1,,1674.666667,12578.0,1,0.813552,0.880149,12329.923378,1965.010139,none,1,,-491.772266,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.5,3585.5,0.35,0.45,0.5,0.6,0.6,1.8,2390.333333,12076.333333,1,0.813552,0.880149,11838.151112,2804.754402,none,1,,1674.666667,12578.0,1,0.813552,0.880149,12329.923378,1965.010171,none,1,,-491.772266,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,0.7,1638.7,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,1.418445,1.435403,11993.0827,1638.699981,deadline,1,,1646.666667,10282.333333,1,0.977974,1.023624,10289.774073,1638.699935,deadline,1,,1703.308626,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,0.75,1755.75,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,1.320374,1.342115,11345.190379,1755.749977,deadline,1,,1646.666667,10282.333333,1,0.906464,0.960047,10148.613105,1755.749878,deadline,1,,1196.577274,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,0.8,1872.8,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,1.234409,1.260615,10851.404728,1872.799973,deadline,1,,1646.666667,10282.333333,1,0.843062,0.905159,10086.695225,1872.7996,deadline,1,,764.709503,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,0.85,1989.85,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,1.15809,1.189052,10476.516399,1989.849969,deadline,1,,1646.666667,10282.333333,1,0.813552,0.880149,10079.534278,1932.154946,none,1,,396.982122,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,0.9,2106.9,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,1.089982,1.125658,10194.81196,2106.899953,deadline,1,,1646.666667,10282.333333,1,0.813551,0.880149,10079.534278,1932.15624,none,1,,115.277683,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,0.95,2223.95,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,1.028547,1.069325,9987.155784,2223.94993,deadline,1,,1646.666667,10282.333333,1,0.813552,0.880149,10079.534278,1932.154926,none,1,,-92.378493,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.0,2341.0,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,0.972846,1.018961,9839.068101,2340.999907,deadline,1,,1646.666667,10282.333333,1,0.813552,0.880149,10079.534278,1932.155139,none,1,,-240.466177,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.05,2458.05,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,0.922008,0.973766,9739.427056,2458.049846,deadline,1,,1646.666667,10282.333333,1,0.813552,0.880149,10079.534278,1932.155289,none,1,,-340.107222,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.1,2575.1,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,0.875439,0.933001,9679.574194,2575.099731,deadline,1,,1646.666667,10282.333333,1,0.813552,0.880149,10079.534278,1932.155372,none,1,,-399.960084,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.15,2692.15,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,0.832505,0.896162,9652.685933,2692.149051,deadline,1,,1646.666667,10282.333333,1,0.813552,0.880149,10079.534278,1932.155408,none,1,,-426.848345,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.2,2809.2,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,0.813553,0.880149,9649.846218,2746.866619,none,1,,1646.666667,10282.333333,1,0.813552,0.880149,10079.534278,1932.15547,none,1,,-429.68806,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.25,2926.25,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,0.813552,0.880149,9649.846218,2746.868201,none,1,,1646.666667,10282.333333,1,0.813552,0.880149,10079.534278,1932.155487,none,1,,-429.68806,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.3,3043.3,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,0.813551,0.880149,9649.846218,2746.86909,none,1,,1646.666667,10282.333333,1,0.813552,0.880149,10079.534278,1932.155498,none,1,,-429.68806,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.35,3160.35,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,0.813552,0.880149,9649.846218,2746.867145,none,1,,1646.666667,10282.333333,1,0.813552,0.880149,10079.534278,1932.155522,none,1,,-429.68806,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.4,3277.4,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,0.813552,0.880149,9649.846218,2746.867386,none,1,,1646.666667,10282.333333,1,0.813552,0.880149,10079.534278,1932.155504,none,1,,-429.68806,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.5,3511.5,0.35,0.45,0.5,0.6,0.6,1.8,2341.0,9844.0,1,0.813552,0.880149,9649.846218,2746.867636,none,1,,1646.666667,10282.333333,1,0.813552,0.880149,10079.534278,1932.155529,none,1,,-429.68806,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.7,2005.266667,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,1.416061,1.43491,17003.722104,2005.266656,deadline,1,,2172.666667,14493.333333,1,1.062255,1.094414,14851.225711,2005.266628,deadline,1,,2152.496393,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.75,2148.5,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,1.318854,1.340693,16087.369684,2148.499983,deadline,1,,2172.666667,14493.333333,1,0.982613,1.026201,14527.389525,2148.499945,deadline,1,,1559.980159,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.8,2291.733333,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,1.247249,1.25138,15391.549336,2291.733307,deadline,1,,2172.666667,14493.333333,1,0.913704,0.966202,14333.940492,2291.733229,deadline,1,,1057.608844,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.85,2434.966667,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,1.156096,1.18693,14861.689278,2434.966636,deadline,1,,2172.666667,14493.333333,1,0.852751,0.913448,14240.88159,2434.96639,deadline,1,,620.807687,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.9,2578.2,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,1.093171,1.120304,14466.019916,2578.199961,deadline,1,,2172.666667,14493.333333,1,0.813553,0.880149,14223.516563,2535.877374,none,1,,242.503354,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.95,2721.433333,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,1.026857,1.06601,14175.12895,2721.433271,deadline,1,,2172.666667,14493.333333,1,0.813552,0.880149,14223.516563,2535.879157,none,1,,-48.387612,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.0,2864.666667,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,0.969572,1.015942,13969.121802,2864.666573,deadline,1,,2172.666667,14493.333333,1,0.813553,0.880149,14223.516563,2535.877659,none,1,,-254.39476,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.05,3007.9,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,0.918295,0.970391,13831.989272,3007.899868,deadline,1,,2172.666667,14493.333333,1,0.813553,0.880149,14223.516563,2535.87793,none,1,,-391.52729,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.1,3151.133333,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,0.871199,0.9293,13751.413922,3151.133076,deadline,1,,2172.666667,14493.333333,1,0.813552,0.880149,14223.516563,2535.878059,none,1,,-472.10264,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.15,3294.366667,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,0.827734,0.892108,13717.697687,3294.365566,deadline,1,,2172.666667,14493.333333,1,0.813552,0.880149,14223.516563,2535.878164,none,1,,-505.818875,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.2,3437.6,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,0.813552,0.880149,13715.487096,3343.561771,none,1,,2172.666667,14493.333333,1,0.813552,0.880149,14223.516563,2535.878233,none,1,,-508.029467,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.25,3580.833333,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,0.813552,0.880149,13715.487096,3343.56322,none,1,,2172.666667,14493.333333,1,0.813552,0.880149,14223.516563,2535.878196,none,1,,-508.029467,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.3,3724.066667,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,0.813551,0.880149,13715.487096,3343.563993,none,1,,2172.666667,14493.333333,1,0.813552,0.880149,14223.516563,2535.878154,none,1,,-508.029467,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.35,3867.3,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,0.813553,0.880149,13715.487096,3343.561408,none,1,,2172.666667,14493.333333,1,0.813552,0.880149,14223.516563,2535.878168,none,1,,-508.029467,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.4,4010.533333,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,0.813553,0.880149,13715.487096,3343.561557,none,1,,2172.666667,14493.333333,1,0.813552,0.880149,14223.516563,2535.878142,none,1,,-508.029467,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.5,4297.0,0.35,0.45,0.5,0.6,0.6,1.8,2864.666667,13975.666667,1,0.813553,0.880149,13715.487096,3343.561838,none,1,,2172.666667,14493.333333,1,0.813552,0.880149,14223.516563,2535.878105,none,1,,-508.029467,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_fast_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.7,1512.233333,0.35,0.45,0.5,0.6,0.6,1.8,2160.333333,8401.0,1,1.421571,1.439202,10276.722504,1512.23332,deadline,1,,1387.0,8807.666667,1,0.895963,0.950977,8654.19341,1512.233196,deadline,1,,1622.529094,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.75,1620.25,0.35,0.45,0.5,0.6,0.6,1.8,2160.333333,8401.0,1,1.324742,1.346431,9717.617711,1620.249977,deadline,1,,1387.0,8807.666667,1,0.831634,0.895462,8607.185803,1620.249337,deadline,1,,1110.431909,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.8,1728.266667,0.35,0.45,0.5,0.6,0.6,1.8,2160.333333,8401.0,1,1.239702,1.265771,9289.630296,1728.26664,deadline,1,,1387.0,8807.666667,1,0.813552,0.88015,8604.716941,1653.26955,none,1,,684.913356,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.85,1836.283333,0.35,0.45,0.5,0.6,0.6,1.8,2160.333333,8401.0,1,1.164441,1.194988,8962.806086,1836.283299,deadline,1,,1387.0,8807.666667,1,0.813551,0.880149,8604.716941,1653.270325,none,1,,358.089145,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_fast_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.9,1944.3,0.35,0.45,0.5,0.6,0.6,1.8,2160.333333,8401.0,1,1.097285,1.132517,8715.269278,1944.299949,deadline,1,,1387.0,8807.666667,1,0.813552,0.88015,8604.716941,1653.269203,none,1,,110.552337,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
