sensitivity_case,counts_code,deadline_ratio,deadline_value,lambda_single,lambda_dual,rho_single,rho_dual,speed_min,speed_max,mode,feasible,opt_speed_single,opt_speed_dual,opt_energy,opt_cmax,active_constraints,g_single_lower,g_single_upper,g_dual_lower,g_dual_upper,g_deadline,mu_single_lower,mu_single_upper,mu_dual_lower,mu_dual_upper,mu_deadline,stationarity_single_residual,stationarity_dual_residual,stationarity_norm,max_complementarity_error,primal_min,dual_min,kkt_pass,kkt_note
high_slow_penalty,1111,1.5,2796.0,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053378,1.107396,7978.081736,1726.386551,none,0.4533783585,0.7466216415,0.5073957062,0.6926042938,1069.6134494513,0.0,0.0,0.0,0.0,0.0,0.0052035954,0.0034743605,0.0062568831,0.0,0.4533783585,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1111,1.5,2796.0,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,8406.101093,1059.851002,none,0.4533779919,0.7466220081,0.5073954313,0.6926045687,1736.1489981505,0.0,0.0,0.0,0.0,0.0,0.0036951218,0.0022501616,0.0043263325,0.0,0.4533779919,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,0.7,1673.233333,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.418381,1.435447,12723.135214,1673.233301,deadline,0.8183807889,0.3816192111,0.8354469782,0.3645530218,3.23244e-05,0.0,0.0,0.0,0.0,3.2743753002,1.1633069144,-0.7943130183,1.4086220743,0.0001058423,3.23244e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,0.7,1673.233333,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107396,12512.763055,1543.276436,none,0.4533782649,0.7466217351,0.5073955518,0.6926044482,129.9568969624,0.0,0.0,0.0,0.0,0.0,0.0059888555,0.0051266221,0.0078834412,0.0,0.4533782649,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,0.75,1792.75,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.318389,1.343486,12399.971971,1792.749954,deadline,0.7183892787,0.4816107213,0.7434857411,0.4565142589,4.61181e-05,0.0,0.0,0.0,0.0,2.1832700459,0.2883875442,-0.1996475741,0.3507513785,0.0001006883,4.61181e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,0.75,1792.75,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,12512.763055,1543.277403,none,0.4533775739,0.7466224261,0.5073948807,0.6926051193,249.472596606,0.0,0.0,0.0,0.0,0.0,0.0019734083,-0.0010268536,0.0022245828,0.0,0.4533775739,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,0.8,1912.266667,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.230631,1.263255,12191.064651,1912.266596,deadline,0.6306308767,0.5693691233,0.6632551464,0.5367448536,7.08878e-05,0.0,0.0,0.0,0.0,1.3479522114,2.326364382,-1.6342293971,2.8430049174,9.55534e-05,7.08878e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,0.8,1912.266667,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053379,1.107395,12512.763055,1543.276062,none,0.4533790412,0.7466209588,0.5073954363,0.6926045637,368.9906043319,0.0,0.0,0.0,0.0,0.0,0.0104999914,0.0040677585,0.0112603943,0.0,0.4533790412,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,0.85,2031.783333,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.151916,1.193431,12070.257372,2031.783191,deadline,0.5519158116,0.6480841884,0.5934305435,0.6065694565,0.000142235,0.0,0.0,0.0,0.0,0.6993644487,0.1426332737,-0.1020663088,0.1753903708,9.94741e-05,0.000142235,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,0.85,2031.783333,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053379,1.107395,12512.763055,1543.27628,none,0.4533787999,0.7466212001,0.5073953482,0.6926046518,488.5070531644,0.0,0.0,0.0,0.0,0.0,0.0090981584,0.0032597757,0.0096645032,0.0,0.4533787999,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,0.9,2151.3,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.081565,1.131723,12018.444098,2151.299464,deadline,0.4815649085,0.7184350915,0.5317225201,0.6682774799,0.0005358226,0.0,0.0,0.0,0.0,0.1872699789,0.1365133328,-0.0996456972,0.1690122925,0.0001003435,0.0005358226,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,0.9,2151.3,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053379,1.107395,12512.763055,1543.276454,none,0.4533786228,0.7466213772,0.5073952669,0.6926047331,608.0235462942,0.0,0.0,0.0,0.0,0.0,0.0080689934,0.0025142543,0.0084516347,0.0,0.4533786228,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,0.95,2270.816667,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053378,1.107395,12013.698328,2202.79397,none,0.4533781779,0.7466218221,0.5073953468,0.6926046532,68.0226964906,0.0,0.0,0.0,0.0,0.0,0.0052650259,0.0031171867,0.0061186069,0.0,0.4533781779,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,0.95,2270.816667,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053379,1.107395,12512.763055,1543.27654,none,0.4533785226,0.7466214774,0.5073952359,0.6926047641,727.5401270632,0.0,0.0,0.0,0.0,0.0,0.0074867306,0.0022299247,0.0078117667,0.0,0.4533785226,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.0,2390.333333,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053378,1.107396,12013.698328,2202.79361,none,0.4533782913,0.7466217087,0.5073955713,0.6926044287,187.5397234933,0.0,0.0,0.0,0.0,0.0,0.0058977268,0.0050940816,0.0077931283,0.0,0.4533782913,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.0,2390.333333,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,12512.763055,1543.276596,none,0.4533784564,0.7466215436,0.5073952153,0.6926047847,847.0567369326,0.0,0.0,0.0,0.0,0.0,0.0071019278,0.0020416847,0.0073895775,0.0,0.4533784564,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.05,2509.85,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053378,1.107395,12013.698328,2202.794994,none,0.4533776311,0.7466223689,0.5073948741,0.6926051259,307.0550057842,0.0,0.0,0.0,0.0,0.0,0.0022138467,-0.0010440899,0.0024477011,0.0,0.4533776311,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.05,2509.85,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,12512.763055,1543.276656,none,0.4533783938,0.7466216062,0.5073951882,0.6926048118,966.5733435602,0.0,0.0,0.0,0.0,0.0,0.0067381354,0.0017927407,0.0069725453,0.0,0.4533783938,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.1,2629.366667,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053377,1.107395,12013.698328,2202.795249,none,0.453377452,0.746622548,0.5073947878,0.6926052122,426.5714173285,0.0,0.0,0.0,0.0,0.0,0.0012149795,-0.0018032695,0.0021743863,0.0,0.453377452,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.1,2629.366667,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,12512.763055,1543.2767,none,0.4533783451,0.7466216549,0.507395171,0.692604829,1086.0899667726,0.0,0.0,0.0,0.0,0.0,0.0064552006,0.0016353901,0.0066591377,0.0,0.4533783451,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.15,2748.883333,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053379,1.107395,12013.698328,2202.793065,none,0.4533790885,0.7466209115,0.5073954498,0.6926045502,546.0902681961,0.0,0.0,0.0,0.0,0.0,0.0103450697,0.0040239051,0.0111001026,0.0,0.4533790885,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.15,2748.883333,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,12512.763055,1543.276847,none,0.4533779941,0.7466220059,0.5073952496,0.6926047504,1205.6064859493,0.0,0.0,0.0,0.0,0.0,0.0044157066,0.0023559682,0.0050049027,0.0,0.4533779941,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.2,2868.4,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053379,1.107395,12013.698328,2202.79334,none,0.4533788855,0.7466211145,0.5073953641,0.6926046359,665.6066597878,0.0,0.0,0.0,0.0,0.0,0.0092128899,0.0032695196,0.0097758426,0.0,0.4533788855,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.2,2868.4,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,12512.763055,1543.27689,none,0.4533779382,0.7466220618,0.5073952392,0.6926047608,1325.1231102876,0.0,0.0,0.0,0.0,0.0,0.0040907279,0.0022600972,0.0046735526,0.0,0.4533779382,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.25,2987.916667,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053379,1.107395,12013.698328,2202.793485,none,0.4533787692,0.7466212308,0.5073953257,0.6926046743,785.1231813274,0.0,0.0,0.0,0.0,0.0,0.0085635379,0.0029319958,0.0090515623,0.0,0.4533787692,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.25,2987.916667,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,12512.763055,1543.276897,none,0.4533779277,0.7466220723,0.5073952381,0.6926047619,1444.6397697149,0.0,0.0,0.0,0.0,0.0,0.0040298243,0.0022498892,0.0046153532,0.0,0.4533779277,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.3,3107.433333,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053379,1.107395,12013.698328,2202.793631,none,0.4533786643,0.7466213357,0.5073952781,0.6926047219,904.6397020187,0.0,0.0,0.0,0.0,0.0,0.00797873,0.0025130479,0.0083651385,0.0,0.4533786643,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.3,3107.433333,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,12512.763055,1543.276898,none,0.4533779196,0.7466220804,0.5073952422,0.6926047578,1564.156434869,0.0,0.0,0.0,0.0,0.0,0.0039825959,0.0022878708,0.0045929754,0.0,0.4533779196,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.35,3226.95,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053379,1.107395,12013.698328,2202.793733,none,0.4533785852,0.7466214148,0.5073952498,0.6926047502,1024.1562672674,0.0,0.0,0.0,0.0,0.0,0.0075369965,0.0022631718,0.0078694513,0.0,0.4533785852,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.35,3226.95,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,12512.763055,1543.277427,none,0.45337751,0.74662249,0.5073948995,0.6926051005,1683.6725734348,0.0,0.0,0.0,0.0,0.0,0.0016021623,-0.0008545485,0.0018158131,0.0,0.45337751,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.4,3346.466667,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053379,1.107395,12013.698328,2202.793806,none,0.4533785291,0.7466214709,0.5073952287,0.6926047713,1143.6728610328,0.0,0.0,0.0,0.0,0.0,0.0072240659,0.0020782123,0.0075170536,0.0,0.4533785291,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.4,3346.466667,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,12512.763055,1543.277402,none,0.4533775407,0.7466224593,0.5073949074,0.6926050926,1803.1892651506,0.0,0.0,0.0,0.0,0.0,0.0017808376,-0.0007819549,0.0019449514,0.0,0.4533775407,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.5,3585.5,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053378,1.107395,12013.698328,2202.793916,none,0.4533784442,0.7466215558,0.5073951973,0.6926048027,1382.7060844605,0.0,0.0,0.0,0.0,0.0,0.0067503261,0.0018016554,0.0069866204,0.0,0.4533784442,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1112,1.5,3585.5,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,12512.763055,1543.27741,none,0.4533775143,0.7466224857,0.5073949163,0.6926050837,2042.2225898097,0.0,0.0,0.0,0.0,0.0,0.0016270559,-0.0007002398,0.0017713404,0.0,0.4533775143,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,0.7,1638.7,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.418212,1.435563,10371.239203,1638.699965,deadline,0.8182116114,0.3817883886,0.8355625223,0.3644374777,3.54823e-05,0.0,0.0,0.0,0.0,2.725652486,0.0374048099,-0.0255504376,0.0452983958,9.67123e-05,3.54823e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,0.7,1638.7,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053379,1.107396,10229.003073,1517.472949,none,0.4533785342,0.7466214658,0.5073957236,0.6926042764,121.2270507419,0.0,0.0,0.0,0.0,0.0,0.0061754569,0.0054784682,0.0082552942,0.0,0.4533785342,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,0.75,1755.75,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.318398,1.34348,10107.813438,1755.749945,deadline,0.7183979647,0.4816020353,0.743479741,0.456520259,5.53886e-05,0.0,0.0,0.0,0.0,1.8171792128,0.2819347518,-0.1951760606,0.3429007129,0.0001006511,5.53886e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,0.75,1755.75,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,10229.003073,1517.474156,none,0.4533776698,0.7466223302,0.507394862,0.692605138,238.2758435082,0.0,0.0,0.0,0.0,0.0,0.0020688523,-0.0009792223,0.0022888919,0.0,0.4533776698,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,0.8,1872.8,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.230326,1.26347,9937.522551,1872.799908,deadline,0.630325818,0.569674182,0.6634695596,0.5365304404,9.16697e-05,0.0,0.0,0.0,0.0,1.1223656534,0.2437187299,-0.1713511163,0.2979262062,0.0001028869,9.16697e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,0.8,1872.8,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,10229.003073,1517.474213,none,0.4533775297,0.7466224703,0.5073948952,0.6926051048,355.3257870174,0.0,0.0,0.0,0.0,0.0,0.0014033127,-0.000731051,0.0015823154,0.0,0.4533775297,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,0.85,1989.85,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.151921,1.193427,9839.047214,1989.849824,deadline,0.5519213825,0.6480786175,0.5934265944,0.6065734056,0.0001761038,0.0,0.0,0.0,0.0,0.5820925071,0.1464352888,-0.1047852688,0.1800645616,0.0001025087,0.0001761038,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,0.85,1989.85,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053379,1.107395,10229.003073,1517.472828,none,0.4533791487,0.7466208513,0.507395421,0.692604579,472.3771717492,0.0,0.0,0.0,0.0,0.0,0.0090943301,0.0032108219,0.0096444916,0.0,0.4533791487,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,0.9,2106.9,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.081576,1.131715,9796.811721,2106.899363,deadline,0.4815755959,0.7184244041,0.5317148219,0.6682851781,0.0006373935,0.0,0.0,0.0,0.0,0.1558579473,0.1692973471,-0.1235717344,0.2095985812,9.93429e-05,0.0006373935,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,0.9,2106.9,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053379,1.107395,10229.003073,1517.472985,none,0.4533789691,0.7466210309,0.5073953593,0.6926046407,589.4270154073,0.0,0.0,0.0,0.0,0.0,0.0082413119,0.0027479464,0.008687372,0.0,0.4533789691,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,0.95,2223.95,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053378,1.107395,9792.943195,2157.330933,none,0.4533783912,0.7466216088,0.5073954251,0.6926045749,66.6190672666,0.0,0.0,0.0,0.0,0.0,0.0052615851,0.0031031646,0.0061085111,0.0,0.4533783912,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,0.95,2223.95,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053379,1.107395,10229.003073,1517.473135,none,0.4533788103,0.7466211897,0.5073952901,0.6926047099,706.4768654255,0.0,0.0,0.0,0.0,0.0,0.007486798,0.002229724,0.007811774,0.0,0.4533788103,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.0,2341.0,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053379,1.107396,9792.943195,2157.330483,none,0.4533785416,0.7466214584,0.5073957069,0.6926042931,183.6695169364,0.0,0.0,0.0,0.0,0.0,0.0059455718,0.0051253382,0.0078497717,0.0,0.4533785416,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.0,2341.0,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053379,1.107395,10229.003073,1517.47321,none,0.4533787261,0.7466212739,0.5073952589,0.6926047411,823.5267902701,0.0,0.0,0.0,0.0,0.0,0.0070870743,0.0019952018,0.0073625711,0.0,0.4533787261,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.05,2458.05,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053378,1.107395,9792.943195,2157.33212,none,0.4533777514,0.7466222486,0.5073948599,0.6926051401,300.7178799959,0.0,0.0,0.0,0.0,0.0,0.0023517772,-0.0009526569,0.0025374025,0.0,0.4533777514,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.05,2458.05,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053379,1.107395,10229.003073,1517.473256,none,0.4533786654,0.7466213346,0.5073952457,0.6926047543,940.5767436408,0.0,0.0,0.0,0.0,0.0,0.0067986519,0.001896686,0.0070582636,0.0,0.4533786654,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.1,2575.1,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053378,1.107395,9792.943195,2157.332182,none,0.4533776535,0.7466223465,0.5073948779,0.6926051221,417.767817955,0.0,0.0,0.0,0.0,0.0,0.0019066995,-0.0008239216,0.0020771013,0.0,0.4533776535,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.1,2575.1,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053379,1.107395,10229.003073,1517.473319,none,0.453378603,0.746621397,0.5073952138,0.6926047862,1057.6266808513,0.0,0.0,0.0,0.0,0.0,0.0065020164,0.0016573648,0.0067099236,0.0,0.453378603,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.15,2692.15,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053378,1.107395,9792.943195,2157.332278,none,0.4533775252,0.7466224748,0.5073948886,0.6926051114,534.8177219639,0.0,0.0,0.0,0.0,0.0,0.0013231867,-0.0007469541,0.0015194616,0.0,0.4533775252,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.15,2692.15,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053379,1.107395,10229.003073,1517.473361,none,0.4533785545,0.7466214455,0.5073951976,0.6926048024,1174.6766390797,0.0,0.0,0.0,0.0,0.0,0.0062717703,0.0015364096,0.0064572174,0.0,0.4533785545,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.2,2809.2,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053379,1.107395,9792.943195,2157.330162,none,0.4533792662,0.7466207338,0.5073954538,0.6926045462,651.8698384799,0.0,0.0,0.0,0.0,0.0,0.0092409088,0.00330878,0.0098154174,0.0,0.4533792662,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.2,2809.2,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053379,1.107395,10229.003073,1517.47341,none,0.4533785057,0.7466214943,0.5073951732,0.6926048268,1291.7265904549,0.0,0.0,0.0,0.0,0.0,0.0060400539,0.0013534005,0.0061898258,0.0,0.4533785057,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.25,2926.25,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053379,1.107395,9792.943195,2157.330387,none,0.4533790923,0.7466209077,0.507395385,0.692604615,768.9196129925,0.0,0.0,0.0,0.0,0.0,0.0084502789,0.0028151911,0.0089068802,0.0,0.4533790923,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.25,2926.25,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,10229.003073,1517.473431,none,0.4533784795,0.7466215205,0.5073951663,0.6926048337,1408.7765692864,0.0,0.0,0.0,0.0,0.0,0.0059153347,0.0013014487,0.0060568105,0.0,0.4533784795,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.3,3043.3,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053379,1.107395,9792.943195,2157.330518,none,0.4533789837,0.7466210163,0.5073953507,0.6926046493,885.9694821274,0.0,0.0,0.0,0.0,0.0,0.0079563377,0.0025695214,0.0083609658,0.0,0.4533789837,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.3,3043.3,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,10229.003073,1517.473461,none,0.4533784484,0.7466215516,0.5073951522,0.6926048478,1525.8265394361,0.0,0.0,0.0,0.0,0.0,0.0057674487,0.0011956561,0.0058900813,0.0,0.4533784484,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.35,3160.35,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053379,1.107395,9792.943195,2157.330646,none,0.453378885,0.746621115,0.5073953115,0.6926046885,1003.0193538677,0.0,0.0,0.0,0.0,0.0,0.0075076036,0.0022876177,0.0078483951,0.0,0.453378885,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.35,3160.35,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,10229.003073,1517.473487,none,0.4533784204,0.7466215796,0.50739514,0.69260486,1642.8765130191,0.0,0.0,0.0,0.0,0.0,0.0056346246,0.001104295,0.005741817,0.0,0.4533784204,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.4,3277.4,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053379,1.107395,9792.943195,2157.330743,none,0.4533788089,0.7466211911,0.5073952826,0.6926047174,1120.0692566028,0.0,0.0,0.0,0.0,0.0,0.0071615392,0.0020805461,0.0074576347,0.0,0.4533788089,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.4,3277.4,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,10229.003073,1517.473479,none,0.4533784181,0.7466215819,0.5073951517,0.6926048483,1759.9265210269,0.0,0.0,0.0,0.0,0.0,0.0056235624,0.0011916603,0.0057484353,0.0,0.4533784181,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.5,3511.5,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.053379,1.107395,9792.943195,2157.330882,none,0.4533787081,0.7466212919,0.5073952358,0.6926047642,1354.1691178926,0.0,0.0,0.0,0.0,0.0,0.0067027356,0.0017448719,0.0069261275,0.0,0.4533787081,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1121,1.5,3511.5,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,10229.003073,1517.473635,none,0.453377986,0.746622014,0.5073952768,0.6926047232,1994.0263653833,0.0,0.0,0.0,0.0,0.0,0.003571208,0.0021296344,0.0041579886,0.0,0.453377986,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1122,0.7,2005.266667,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.423732,1.431003,14706.171564,2005.266635,deadline,0.8237321007,0.3762678993,0.8310034847,0.3689965153,3.20474e-05,0.0,0.0,0.0,0.0,3.1307906929,44.4611883171,-22.4582493102,49.8113463846,0.0001003336,3.20474e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1122,0.7,2005.266667,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053379,1.107397,14412.55395,1995.495456,none,0.453379043,0.746620957,0.5073966696,0.6926033304,9.771210493,0.0,0.0,0.0,0.0,0.0,0.0100928483,0.0196859614,0.022122447,0.0,0.453379043,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1122,0.75,2148.5,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.316599,1.341861,14334.244853,2148.499955,deadline,0.7165991513,0.4834008487,0.7418610072,0.4581389928,4.45608e-05,0.0,0.0,0.0,0.0,2.090808063,0.2610758979,-0.1355953227,0.2941882322,9.31681e-05,4.45608e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1122,0.75,2148.5,0.45,0.55,0.35,0.45,0.6,1.8,3B,1,1.053378,1.107395,14412.55395,1995.498474,none,0.4533779102,0.7466220898,0.5073947405,0.6926052595,153.0015259208,0.0,0.0,0.0,0.0,0.0,0.0037716492,-0.0029609126,0.004795033,0.0,0.4533779102,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_slow_penalty,1122,0.8,2291.733333,0.45,0.55,0.35,0.45,0.6,1.8,2B,1,1.228004,1.261296,14095.193181,2291.733254,deadline,0.6280036684,0.5719963316,0.6612964059,0.5387035941,7.98226e-05,0.0,0.0,0.0,0.0,1.2817146511,0.7142375838,-0.3767451688,0.807509906,0.0001023098,7.98226e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
