sensitivity_case,counts_code,deadline_ratio,deadline_value,lambda_single,lambda_dual,rho_single,rho_dual,speed_min,speed_max,mode,feasible,opt_speed_single,opt_speed_dual,opt_energy,opt_cmax,active_constraints,g_single_lower,g_single_upper,g_dual_lower,g_dual_upper,g_deadline,mu_single_lower,mu_single_upper,mu_dual_lower,mu_dual_upper,mu_deadline,stationarity_single_residual,stationarity_dual_residual,stationarity_norm,max_complementarity_error,primal_min,dual_min,kkt_pass,kkt_note
baseline,2211,1.15,2389.316667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,8795.991222,2226.610468,none,0.3162606871,0.8837393129,0.3687302217,0.8312697783,162.7061984993,0.0,0.0,0.0,0.0,0.0,0.0028908996,0.003999283,0.0049347305,0.0,0.3162606871,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2211,1.15,2389.316667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.96873,9230.242205,1613.248593,none,0.3162601181,0.8837398819,0.3687298107,0.8312701893,776.0680731701,0.0,0.0,0.0,0.0,0.0,-0.0017610007,0.0023127212,0.0029068545,0.0,0.3162601181,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2211,1.2,2493.2,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,8795.991222,2226.61088,none,0.3162605535,0.8837394465,0.3687299623,0.8312700377,266.5891200482,0.0,0.0,0.0,0.0,0.0,0.0018182627,0.0028663097,0.0033943792,0.0,0.3162605535,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2211,1.2,2493.2,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.96873,9230.242205,1613.248647,none,0.316260099,0.883739901,0.3687297531,0.8312702469,879.9513528374,0.0,0.0,0.0,0.0,0.0,-0.001922119,0.0020485818,0.0028091331,0.0,0.316260099,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2211,1.25,2597.083333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.96873,8795.991222,2226.611413,none,0.3162603274,0.8837396726,0.368729746,0.831270254,370.4719206886,0.0,0.0,0.0,0.0,0.0,2.5075e-06,0.0019213581,0.0019213598,0.0,0.3162603274,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2211,1.25,2597.083333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.968731,9230.242205,1613.24692,none,0.3162610153,0.8837389847,0.3687309345,0.8312690655,983.8364132246,0.0,0.0,0.0,0.0,0.0,0.005799612,0.0074641411,0.0094524548,0.0,0.3162610153,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2211,1.3,2700.966667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,8795.991222,2226.609579,none,0.3162612625,0.8837387375,0.3687301401,0.8312698599,474.3570877034,0.0,0.0,0.0,0.0,0.0,0.0075122269,0.0036426602,0.0083488039,0.0,0.3162612625,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2211,1.3,2700.966667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.968731,9230.242205,1613.246999,none,0.3162609555,0.8837390445,0.3687309205,0.8312690795,1087.7196675349,0.0,0.0,0.0,0.0,0.0,0.0052954924,0.0073997364,0.0090993593,0.0,0.3162609555,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2211,1.35,2804.85,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,8795.991222,2226.609832,none,0.3162611522,0.8837388478,0.3687300438,0.8312699562,578.2401680371,0.0,0.0,0.0,0.0,0.0,0.0066264098,0.003222358,0.0073683715,0.0,0.3162611522,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2211,1.35,2804.85,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.968731,9230.242205,1613.247021,none,0.316260926,0.883739074,0.3687309448,0.8312690552,1191.6029786125,0.0,0.0,0.0,0.0,0.0,0.0050468251,0.0075113405,0.0090493469,0.0,0.316260926,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2211,1.4,2908.733333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,8795.991222,2226.610014,none,0.3162610657,0.8837389343,0.3687299904,0.8312700096,682.1233190512,0.0,0.0,0.0,0.0,0.0,0.005931102,0.0029887448,0.0066415786,0.0,0.3162610657,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2211,1.4,2908.733333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.968731,9230.242205,1613.247067,none,0.3162608901,0.8837391099,0.3687309389,0.8312690611,1295.4862658666,0.0,0.0,0.0,0.0,0.0,0.0047442112,0.0074843113,0.0088612897,0.0,0.3162608901,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2211,1.5,3116.5,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.96873,8795.991222,2226.611558,none,0.31626034,0.88373966,0.3687295209,0.8312704791,889.8884421106,0.0,0.0,0.0,0.0,0.0,0.0001041514,0.0009380371,0.0009438014,0.0,0.31626034,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2211,1.5,3116.5,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.968731,9230.242205,1613.247121,none,0.3162608389,0.8837391611,0.3687309535,0.8312690465,1503.2528791563,0.0,0.0,0.0,0.0,0.0,0.0043130598,0.0075510314,0.0086960083,0.0,0.3162608389,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,0.7,1846.833333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.430907,1.425469,14902.205482,1846.83331,deadline,0.8309072193,0.3690927807,0.8254689193,0.3745310807,2.32364e-05,0.0,0.0,0.0,0.0,4.9244973786,-0.9631288614,1.2744291284,1.5974313153,0.0001144276,2.32364e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,0.7,1846.833333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.952056,0.998431,13758.042545,1846.83303,deadline,0.3520557776,0.8479442224,0.3984309869,0.8015690131,0.0003032636,0.0,0.0,0.0,0.0,0.3278002081,-0.0828332954,0.1214660734,0.1470216372,9.94099e-05,0.0003032636,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,0.75,1978.75,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.332349,1.334649,14341.338905,1978.749977,deadline,0.7323485489,0.4676514511,0.7346486826,0.4653513174,2.32561e-05,0.0,0.0,0.0,0.0,3.6377424405,-1.0347019845,1.3843701818,1.7283197033,8.45997e-05,2.32561e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,0.75,1978.75,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,13747.531839,1912.508512,none,0.3162607825,0.8837392175,0.3687299049,0.8312700951,66.2414881371,0.0,0.0,0.0,0.0,0.0,0.0048982081,0.0052540005,0.0071831027,0.0,0.3162607825,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,0.8,2110.666667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.245822,1.255614,13929.171619,2110.666631,deadline,0.6458222054,0.5541777946,0.6556142249,0.5443857751,3.56715e-05,0.0,0.0,0.0,0.0,2.6534005877,-0.1562832122,0.2116661377,0.263110236,9.46507e-05,3.56715e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,0.8,2110.666667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,13747.531839,1912.508178,none,0.3162609434,0.8837390566,0.368730073,0.831269927,198.1584888935,0.0,0.0,0.0,0.0,0.0,0.0066280861,0.0067284355,0.0094447535,0.0,0.3162609434,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,0.85,2242.583333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.16903,1.18654,13631.699421,2242.583285,deadline,0.5690299015,0.6309700985,0.5865401629,0.6134598371,4.78541e-05,0.0,0.0,0.0,0.0,1.8876204868,0.0452132905,-0.0621038464,0.0768188087,9.03303e-05,4.78541e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,0.85,2242.583333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.96873,13747.531839,1912.509298,none,0.3162603572,0.8837396428,0.3687295797,0.8312704203,330.0740356345,0.0,0.0,0.0,0.0,0.0,0.0003241514,0.0024001062,0.0024218967,0.0,0.3162603572,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,0.9,2374.5,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.100367,1.125768,13424.08458,2374.499917,deadline,0.5003668066,0.6996331934,0.5257676371,0.6742323629,8.29569e-05,0.0,0.0,0.0,0.0,1.2831737936,-0.0583997467,0.0815027489,0.1002657893,0.0001064481,8.29569e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,0.9,2374.5,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.96873,13747.531839,1912.509324,none,0.3162603603,0.8837396397,0.3687295433,0.8312704567,461.9906762826,0.0,0.0,0.0,0.0,0.0,0.0003576359,0.0020807279,0.0021112395,0.0,0.3162603603,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,0.95,2506.416667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.038577,1.071974,13287.840663,2506.416537,deadline,0.4385767423,0.7614232577,0.4719741028,0.7280258972,0.0001294177,0.0,0.0,0.0,0.0,0.7999381977,-0.1022580304,0.1452538196,0.1776383317,0.0001035261,0.0001294177,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,0.95,2506.416667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,13747.531839,1912.509531,none,0.3162602599,0.8837397401,0.3687294399,0.8312705601,593.9071356236,0.0,0.0,0.0,0.0,0.0,-0.0007220838,0.0011732942,0.001377688,0.0,0.3162602599,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.0,2638.333333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.982623,1.024149,13208.97652,2638.333085,deadline,0.382622807,0.817377193,0.4241489747,0.7758510253,0.0002481532,0.0,0.0,0.0,0.0,0.4091817679,-0.1117757937,0.1618971069,0.1967345961,0.0001015398,0.0002481532,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.0,2638.333333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,13747.531839,1912.507634,none,0.3162611488,0.8837388512,0.3687304311,0.8312695689,725.8256997378,0.0,0.0,0.0,0.0,0.0,0.0088365382,0.0098709264,0.0132483808,0.0,0.3162611488,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.05,2770.25,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.931674,0.981467,13176.743522,2770.248896,deadline,0.3316738654,0.8683261346,0.3814668932,0.8185331068,0.0011042117,0.0,0.0,0.0,0.0,0.0899922245,-0.0630195692,0.0932475972,0.1125459039,9.93705e-05,0.0011042117,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.05,2770.25,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,13747.531839,1912.507776,none,0.3162610855,0.8837389145,0.3687303512,0.8312696488,857.7422236838,0.0,0.0,0.0,0.0,0.0,0.0081560927,0.0091698626,0.0122722544,0.0,0.3162610855,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.1,2902.166667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,13174.856501,2812.61685,none,0.3162608365,0.8837391635,0.3687299764,0.8312700236,89.5498168023,0.0,0.0,0.0,0.0,0.0,0.0052506998,0.0056362075,0.0077030308,0.0,0.3162608365,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.1,2902.166667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,13747.531839,1912.507878,none,0.3162610411,0.8837389589,0.3687302937,0.8312697063,989.6587890174,0.0,0.0,0.0,0.0,0.0,0.0076784221,0.0086654709,0.0115779339,0.0,0.3162610411,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.15,3034.083333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,13174.856501,2812.615957,none,0.3162611237,0.8837388763,0.3687302896,0.8312697104,221.4673765417,0.0,0.0,0.0,0.0,0.0,0.00821017,0.0082701617,0.0116534315,0.0,0.3162611237,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.15,3034.083333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,13747.531839,1912.50794,none,0.3162610142,0.8837389858,0.3687302573,0.8312697427,1121.5753930379,0.0,0.0,0.0,0.0,0.0,0.0073893579,0.0083460552,0.0111471632,0.0,0.3162610142,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.2,3166.0,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,13174.856501,2812.616734,none,0.3162608853,0.8837391147,0.3687299996,0.8312700004,353.3832655492,0.0,0.0,0.0,0.0,0.0,0.005752908,0.005830973,0.0081912268,0.0,0.3162608853,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.2,3166.0,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,13747.531839,1912.507997,none,0.316260989,0.883739011,0.3687302257,0.8312697743,1253.4920030247,0.0,0.0,0.0,0.0,0.0,0.0071182933,0.0080686491,0.0107597954,0.0,0.316260989,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.25,3297.916667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,13174.856501,2812.617037,none,0.3162607902,0.8837392098,0.3687298903,0.8312701097,485.2996299025,0.0,0.0,0.0,0.0,0.0,0.0047732158,0.0049124612,0.0068495156,0.0,0.3162607902,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.25,3297.916667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,13747.531839,1912.508036,none,0.3162609737,0.8837390263,0.3687302014,0.8312697986,1385.4086311502,0.0,0.0,0.0,0.0,0.0,0.0069542673,0.0078553415,0.0104913404,0.0,0.3162609737,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.3,3429.833333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.96873,13174.856501,2812.618215,none,0.3162603577,0.8837396423,0.3687295567,0.8312704433,617.2151179742,0.0,0.0,0.0,0.0,0.0,0.0003159326,0.0021072564,0.002130808,0.0,0.3162603577,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.3,3429.833333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,13747.531839,1912.508089,none,0.3162609485,0.8837390515,0.3687301734,0.8312698266,1517.325244119,0.0,0.0,0.0,0.0,0.0,0.0066829062,0.007610234,0.0101280254,0.0,0.3162609485,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.35,3561.75,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.96873,13174.856501,2812.618238,none,0.3162603585,0.8837396415,0.3687295371,0.8312704629,749.1317623996,0.0,0.0,0.0,0.0,0.0,0.0003242641,0.0019418993,0.0019687864,0.0,0.3162603585,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.35,3561.75,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,13747.531839,1912.508089,none,0.3162609488,0.8837390512,0.3687301731,0.8312698269,1649.2419107998,0.0,0.0,0.0,0.0,0.0,0.0066855808,0.0076071332,0.010127461,0.0,0.3162609488,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.4,3693.666667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,13174.856501,2812.618487,none,0.3162602716,0.8837397284,0.3687294599,0.8312705401,881.0481799347,0.0,0.0,0.0,0.0,0.0,-0.000572078,0.0012931916,0.0014140784,0.0,0.3162602716,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.4,3693.666667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,13747.531839,1912.50816,none,0.3162609184,0.8837390816,0.3687301314,0.8312698686,1781.1585062887,0.0,0.0,0.0,0.0,0.0,0.0063596562,0.0072411682,0.0096374138,0.0,0.3162609184,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.5,3957.5,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,13174.856501,2812.615707,none,0.3162611577,0.8837388423,0.3687304462,0.8312695538,1144.8842927834,0.0,0.0,0.0,0.0,0.0,0.0085600864,0.0095864604,0.0128520544,0.0,0.3162611577,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2212,1.5,3957.5,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,13747.531839,1912.508187,none,0.3162609064,0.8837390936,0.3687301168,0.8312698832,2044.9918130005,0.0,0.0,0.0,0.0,0.0,0.0062303581,0.007113289,0.0094560162,0.0,0.3162609064,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,0.7,1800.633333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.430926,1.425444,12056.27856,1800.633312,deadline,0.8309262366,0.3690737634,0.8254437531,0.3745562469,2.10261e-05,0.0,0.0,0.0,0.0,4.0862959238,-0.6392350833,0.8457948097,1.0601841122,8.59189e-05,2.10261e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,0.7,1800.633333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.951984,0.99837,11170.849784,1800.632963,deadline,0.3519837474,0.8480162526,0.3983701497,0.8016298503,0.0003702979,0.0,0.0,0.0,0.0,0.2724340568,-0.0651539,0.0955439651,0.1156446278,0.0001008818,0.0003702979,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,0.75,1929.25,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.332437,1.33453,11602.522612,1929.249965,deadline,0.7324371366,0.4675628634,0.7345301961,0.4654698039,3.51662e-05,0.0,0.0,0.0,0.0,3.0186467664,-0.1858833394,0.2486237173,0.3104293296,0.0001061543,3.51662e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,0.75,1929.25,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,11162.349724,1864.535677,none,0.3162608772,0.8837391228,0.3687300306,0.8312699694,64.7143227123,0.0,0.0,0.0,0.0,0.0,0.0048035279,0.0051612846,0.0070507262,0.0,0.3162608772,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,0.8,2057.866667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.245834,1.255598,11269.068472,2057.866625,deadline,0.6458343227,0.5541656773,0.6555978244,0.5444021756,4.20921e-05,0.0,0.0,0.0,0.0,2.2017625609,-0.0374767087,0.0507552189,0.0630919641,9.26768e-05,4.20921e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,0.8,2057.866667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,11162.349724,1864.535223,none,0.3162610985,0.8837389015,0.3687302688,0.8312697312,193.3314431775,0.0,0.0,0.0,0.0,0.0,0.0067362782,0.0068586819,0.0096134781,0.0,0.3162610985,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,0.85,2186.483333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.169002,1.186578,11028.405612,2186.483269,deadline,0.569002446,0.630997554,0.5865779002,0.6134220998,6.46587e-05,0.0,0.0,0.0,0.0,1.5662920593,-0.1648709659,0.2264876835,0.2801412254,0.0001012745,6.46587e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,0.85,2186.483333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,11162.349724,1864.535736,none,0.3162608639,0.8837391361,0.3687299764,0.8312700236,321.9475969227,0.0,0.0,0.0,0.0,0.0,0.0046872708,0.0047753005,0.0066913379,0.0,0.3162608639,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,0.9,2315.1,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.100355,1.125784,10860.439689,2315.099912,deadline,0.5003550218,0.6996449782,0.5257840925,0.6742159075,8.78787e-05,0.0,0.0,0.0,0.0,1.0647474769,-0.1335792809,0.1864328307,0.2293482606,9.35687e-05,8.78787e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,0.9,2315.1,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.96873,11162.349724,1864.536652,none,0.3162603578,0.8837396422,0.3687295844,0.8312704156,450.5633479904,0.0,0.0,0.0,0.0,0.0,0.0002684111,0.0019820584,0.00200015,0.0,0.3162603578,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,0.95,2443.716667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.038575,1.071977,10750.214758,2443.71652,deadline,0.4385746729,0.7614253271,0.4719770631,0.7280229369,0.0001462075,0.0,0.0,0.0,0.0,0.6637745456,-0.0979259033,0.139101513,0.170113825,9.70488e-05,0.0001462075,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,0.95,2443.716667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.96873,11162.349724,1864.536649,none,0.3162603706,0.8837396294,0.3687295685,0.8312704315,579.1800172027,0.0,0.0,0.0,0.0,0.0,0.000380117,0.0018689215,0.0019071855,0.0,0.3162603706,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.0,2572.333333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.982619,1.024154,10686.411583,2572.333041,deadline,0.382619248,0.817380752,0.4241541774,0.7758458226,0.0002920553,0.0,0.0,0.0,0.0,0.339530223,-0.1165556628,0.1688232523,0.205149977,9.91616e-05,0.0002920553,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.0,2572.333333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.96873,11162.349724,1864.536725,none,0.3162603422,0.8837396578,0.3687295156,0.8312704844,707.7966078747,0.0,0.0,0.0,0.0,0.0,0.0001324689,0.0014922273,0.0014980956,0.0,0.3162603422,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.05,2700.95,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.931677,0.981463,10660.334235,2700.948667,deadline,0.3316765506,0.8683234494,0.3814631437,0.8185368563,0.0013325874,0.0,0.0,0.0,0.0,0.0746762116,-0.0321305681,0.0475417103,0.0573810737,9.95126e-05,0.0013325874,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.05,2700.95,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,11162.349724,1864.536852,none,0.316260272,0.883739728,0.3687294617,0.8312705383,836.4131478976,0.0,0.0,0.0,0.0,0.0,-0.0004807401,0.0011083061,0.0012080785,0.0,0.316260272,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.1,2829.566667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,10658.807566,2742.256588,none,0.3162609641,0.8837390359,0.3687301451,0.8312698549,87.3100785217,0.0,0.0,0.0,0.0,0.0,0.0053111316,0.0057072406,0.0077961986,0.0,0.3162609641,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.1,2829.566667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.968731,11162.349724,1864.534903,none,0.3162612033,0.8837387967,0.3687305143,0.8312694857,965.0317640066,0.0,0.0,0.0,0.0,0.0,0.0076512093,0.0086077715,0.0115167155,0.0,0.3162612033,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.15,2958.183333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.968731,10658.807566,2742.255506,none,0.3162613201,0.8837386799,0.3687305359,0.8312694641,215.9278276231,0.0,0.0,0.0,0.0,0.0,0.0082793721,0.0083662244,0.0117703744,0.0,0.3162613201,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.15,2958.183333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,11162.349724,1864.534993,none,0.3162611625,0.8837388375,0.3687304624,0.8312695376,1093.6483405174,0.0,0.0,0.0,0.0,0.0,0.0072944381,0.0082374646,0.0110029382,0.0,0.3162611625,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.2,3086.8,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,10658.807566,2742.256455,none,0.3162610224,0.8837389776,0.3687301716,0.8312698284,344.5435451354,0.0,0.0,0.0,0.0,0.0,0.0057974983,0.005887634,0.0082628821,0.0,0.3162610224,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.2,3086.8,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,11162.349724,1864.53503,none,0.3162611449,0.8837388551,0.3687304418,0.8312695582,1222.2649698406,0.0,0.0,0.0,0.0,0.0,0.0071410001,0.0080909623,0.0107915501,0.0,0.3162611449,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.25,3215.416667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,10658.807566,2742.25688,none,0.316260888,0.883739112,0.3687300097,0.8312699903,473.1597863448,0.0,0.0,0.0,0.0,0.0,0.0046769793,0.0047863649,0.0066920419,0.0,0.316260888,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.25,3215.416667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,11162.349724,1864.535128,none,0.3162611017,0.8837388983,0.3687303834,0.8312696166,1350.8815384566,0.0,0.0,0.0,0.0,0.0,0.0067640335,0.0076747957,0.010230085,0.0,0.3162611017,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.3,3344.033333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.916261,0.96873,10658.807566,2742.257104,none,0.3162608171,0.8837391829,0.3687299249,0.8312700751,601.776229157,0.0,0.0,0.0,0.0,0.0,0.0040854237,0.0042093565,0.0058659499,0.0,0.3162608171,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.3,3344.033333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.916261,0.96873,11162.349724,1864.535135,none,0.316261099,0.883738901,0.3687303783,0.8312696217,1479.4981978843,0.0,0.0,0.0,0.0,0.0,0.0067405022,0.007638841,0.0101875543,0.0,0.316261099,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
baseline,2221,1.35,3472.65,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.96873,10658.807566,2742.258293,none,0.3162603645,0.8837396355,0.3687295876,0.8312704124,730.3917072442,0.0,0.0,0.0,0.0,0.0,0.0003118387,0.0019150287,0.0019402521,0.0,0.3162603645,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
