counts_code,scenario_type,total_tasks,n1,n2,n3,n4,lambda,lambda_label,activation_cost_K,eta_T_percent,eta_E_percent,base_score_without_cost,activation_cost_factor_phi,activation_penalty,adjusted_score_with_cost,recommendation_with_cost
1212,mixed_balanced,6,1,2,1,2,3,3,12,37.66,3.86,26.08,1.1384,13.66,12.42,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,3,3,15,37.66,3.86,26.08,1.1384,17.08,9.0,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,3,3,20,37.66,3.86,26.08,1.1384,22.77,3.31,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,3,3,25,37.66,3.86,26.08,1.1384,28.46,-2.38,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,4,4,0,37.66,3.86,22.22,1.1384,0.0,22.22,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,4,4,2,37.66,3.86,22.22,1.1384,2.28,19.94,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,4,4,4,37.66,3.86,22.22,1.1384,4.55,17.67,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,4,4,6,37.66,3.86,22.22,1.1384,6.83,15.39,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,4,4,8,37.66,3.86,22.22,1.1384,9.11,13.11,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,4,4,10,37.66,3.86,22.22,1.1384,11.38,10.84,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,4,4,12,37.66,3.86,22.22,1.1384,13.66,8.56,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,4,4,15,37.66,3.86,22.22,1.1384,17.08,5.14,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,4,4,20,37.66,3.86,22.22,1.1384,22.77,-0.55,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,4,4,25,37.66,3.86,22.22,1.1384,28.46,-6.24,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,5,5,0,37.66,3.86,18.36,1.1384,0.0,18.36,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,5,5,2,37.66,3.86,18.36,1.1384,2.28,16.08,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,5,5,4,37.66,3.86,18.36,1.1384,4.55,13.81,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,5,5,6,37.66,3.86,18.36,1.1384,6.83,11.53,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,5,5,8,37.66,3.86,18.36,1.1384,9.11,9.25,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,5,5,10,37.66,3.86,18.36,1.1384,11.38,6.98,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,5,5,12,37.66,3.86,18.36,1.1384,13.66,4.7,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,5,5,15,37.66,3.86,18.36,1.1384,17.08,1.28,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,5,5,20,37.66,3.86,18.36,1.1384,22.77,-4.41,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,5,5,25,37.66,3.86,18.36,1.1384,28.46,-10.1,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,6,6,0,37.66,3.86,14.5,1.1384,0.0,14.5,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,6,6,2,37.66,3.86,14.5,1.1384,2.28,12.22,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,6,6,4,37.66,3.86,14.5,1.1384,4.55,9.95,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,6,6,6,37.66,3.86,14.5,1.1384,6.83,7.67,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,6,6,8,37.66,3.86,14.5,1.1384,9.11,5.39,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,6,6,10,37.66,3.86,14.5,1.1384,11.38,3.12,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,6,6,12,37.66,3.86,14.5,1.1384,13.66,0.84,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,6,6,15,37.66,3.86,14.5,1.1384,17.08,-2.58,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,6,6,20,37.66,3.86,14.5,1.1384,22.77,-8.27,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,6,6,25,37.66,3.86,14.5,1.1384,28.46,-13.96,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,8,8,0,37.66,3.86,6.78,1.1384,0.0,6.78,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,8,8,2,37.66,3.86,6.78,1.1384,2.28,4.5,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,8,8,4,37.66,3.86,6.78,1.1384,4.55,2.23,recommend_3arm
1212,mixed_balanced,6,1,2,1,2,8,8,6,37.66,3.86,6.78,1.1384,6.83,-0.05,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,8,8,8,37.66,3.86,6.78,1.1384,9.11,-2.33,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,8,8,10,37.66,3.86,6.78,1.1384,11.38,-4.6,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,8,8,12,37.66,3.86,6.78,1.1384,13.66,-6.88,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,8,8,15,37.66,3.86,6.78,1.1384,17.08,-10.3,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,8,8,20,37.66,3.86,6.78,1.1384,22.77,-15.99,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,8,8,25,37.66,3.86,6.78,1.1384,28.46,-21.68,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,10,10,0,37.66,3.86,-0.94,1.1384,0.0,-0.94,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,10,10,2,37.66,3.86,-0.94,1.1384,2.28,-3.22,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,10,10,4,37.66,3.86,-0.94,1.1384,4.55,-5.49,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,10,10,6,37.66,3.86,-0.94,1.1384,6.83,-7.77,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,10,10,8,37.66,3.86,-0.94,1.1384,9.11,-10.05,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,10,10,10,37.66,3.86,-0.94,1.1384,11.38,-12.32,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,10,10,12,37.66,3.86,-0.94,1.1384,13.66,-14.6,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,10,10,15,37.66,3.86,-0.94,1.1384,17.08,-18.02,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,10,10,20,37.66,3.86,-0.94,1.1384,22.77,-23.71,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,10,10,25,37.66,3.86,-0.94,1.1384,28.46,-29.4,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,15,15,0,37.66,3.86,-20.24,1.1384,0.0,-20.24,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,15,15,2,37.66,3.86,-20.24,1.1384,2.28,-22.52,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,15,15,4,37.66,3.86,-20.24,1.1384,4.55,-24.79,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,15,15,6,37.66,3.86,-20.24,1.1384,6.83,-27.07,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,15,15,8,37.66,3.86,-20.24,1.1384,9.11,-29.35,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,15,15,10,37.66,3.86,-20.24,1.1384,11.38,-31.62,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,15,15,12,37.66,3.86,-20.24,1.1384,13.66,-33.9,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,15,15,15,37.66,3.86,-20.24,1.1384,17.08,-37.32,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,15,15,20,37.66,3.86,-20.24,1.1384,22.77,-43.01,recommend_2arm
1212,mixed_balanced,6,1,2,1,2,15,15,25,37.66,3.86,-20.24,1.1384,28.46,-48.7,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,0.5,0_5,0,34.0,4.23,31.88,1.1259,0.0,31.88,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,0.5,0_5,2,34.0,4.23,31.88,1.1259,2.25,29.63,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,0.5,0_5,4,34.0,4.23,31.88,1.1259,4.5,27.38,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,0.5,0_5,6,34.0,4.23,31.88,1.1259,6.76,25.13,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,0.5,0_5,8,34.0,4.23,31.88,1.1259,9.01,22.88,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,0.5,0_5,10,34.0,4.23,31.88,1.1259,11.26,20.63,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,0.5,0_5,12,34.0,4.23,31.88,1.1259,13.51,18.37,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,0.5,0_5,15,34.0,4.23,31.88,1.1259,16.89,15.0,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,0.5,0_5,20,34.0,4.23,31.88,1.1259,22.52,9.37,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,0.5,0_5,25,34.0,4.23,31.88,1.1259,28.15,3.74,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,1,1,0,34.0,4.23,29.77,1.1259,0.0,29.77,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,1,1,2,34.0,4.23,29.77,1.1259,2.25,27.52,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,1,1,4,34.0,4.23,29.77,1.1259,4.5,25.27,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,1,1,6,34.0,4.23,29.77,1.1259,6.76,23.01,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,1,1,8,34.0,4.23,29.77,1.1259,9.01,20.76,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,1,1,10,34.0,4.23,29.77,1.1259,11.26,18.51,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,1,1,12,34.0,4.23,29.77,1.1259,13.51,16.26,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,1,1,15,34.0,4.23,29.77,1.1259,16.89,12.88,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,1,1,20,34.0,4.23,29.77,1.1259,22.52,7.25,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,1,1,25,34.0,4.23,29.77,1.1259,28.15,1.62,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,2,2,0,34.0,4.23,25.54,1.1259,0.0,25.54,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,2,2,2,34.0,4.23,25.54,1.1259,2.25,23.29,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,2,2,4,34.0,4.23,25.54,1.1259,4.5,21.04,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,2,2,6,34.0,4.23,25.54,1.1259,6.76,18.78,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,2,2,8,34.0,4.23,25.54,1.1259,9.01,16.53,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,2,2,10,34.0,4.23,25.54,1.1259,11.26,14.28,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,2,2,12,34.0,4.23,25.54,1.1259,13.51,12.03,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,2,2,15,34.0,4.23,25.54,1.1259,16.89,8.65,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,2,2,20,34.0,4.23,25.54,1.1259,22.52,3.02,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,2,2,25,34.0,4.23,25.54,1.1259,28.15,-2.61,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,3,3,0,34.0,4.23,21.31,1.1259,0.0,21.31,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,3,3,2,34.0,4.23,21.31,1.1259,2.25,19.06,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,3,3,4,34.0,4.23,21.31,1.1259,4.5,16.81,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,3,3,6,34.0,4.23,21.31,1.1259,6.76,14.55,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,3,3,8,34.0,4.23,21.31,1.1259,9.01,12.3,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,3,3,10,34.0,4.23,21.31,1.1259,11.26,10.05,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,3,3,12,34.0,4.23,21.31,1.1259,13.51,7.8,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,3,3,15,34.0,4.23,21.31,1.1259,16.89,4.42,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,3,3,20,34.0,4.23,21.31,1.1259,22.52,-1.21,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,3,3,25,34.0,4.23,21.31,1.1259,28.15,-6.84,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,4,4,0,34.0,4.23,17.08,1.1259,0.0,17.08,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,4,4,2,34.0,4.23,17.08,1.1259,2.25,14.83,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,4,4,4,34.0,4.23,17.08,1.1259,4.5,12.58,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,4,4,6,34.0,4.23,17.08,1.1259,6.76,10.32,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,4,4,8,34.0,4.23,17.08,1.1259,9.01,8.07,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,4,4,10,34.0,4.23,17.08,1.1259,11.26,5.82,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,4,4,12,34.0,4.23,17.08,1.1259,13.51,3.57,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,4,4,15,34.0,4.23,17.08,1.1259,16.89,0.19,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,4,4,20,34.0,4.23,17.08,1.1259,22.52,-5.44,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,4,4,25,34.0,4.23,17.08,1.1259,28.15,-11.07,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,5,5,0,34.0,4.23,12.85,1.1259,0.0,12.85,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,5,5,2,34.0,4.23,12.85,1.1259,2.25,10.6,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,5,5,4,34.0,4.23,12.85,1.1259,4.5,8.35,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,5,5,6,34.0,4.23,12.85,1.1259,6.76,6.09,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,5,5,8,34.0,4.23,12.85,1.1259,9.01,3.84,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,5,5,10,34.0,4.23,12.85,1.1259,11.26,1.59,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,5,5,12,34.0,4.23,12.85,1.1259,13.51,-0.66,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,5,5,15,34.0,4.23,12.85,1.1259,16.89,-4.04,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,5,5,20,34.0,4.23,12.85,1.1259,22.52,-9.67,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,5,5,25,34.0,4.23,12.85,1.1259,28.15,-15.3,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,6,6,0,34.0,4.23,8.62,1.1259,0.0,8.62,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,6,6,2,34.0,4.23,8.62,1.1259,2.25,6.37,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,6,6,4,34.0,4.23,8.62,1.1259,4.5,4.12,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,6,6,6,34.0,4.23,8.62,1.1259,6.76,1.86,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,6,6,8,34.0,4.23,8.62,1.1259,9.01,-0.39,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,6,6,10,34.0,4.23,8.62,1.1259,11.26,-2.64,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,6,6,12,34.0,4.23,8.62,1.1259,13.51,-4.89,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,6,6,15,34.0,4.23,8.62,1.1259,16.89,-8.27,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,6,6,20,34.0,4.23,8.62,1.1259,22.52,-13.9,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,6,6,25,34.0,4.23,8.62,1.1259,28.15,-19.53,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,8,8,0,34.0,4.23,0.16,1.1259,0.0,0.16,recommend_3arm
1221,mixed_balanced,6,1,2,2,1,8,8,2,34.0,4.23,0.16,1.1259,2.25,-2.09,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,8,8,4,34.0,4.23,0.16,1.1259,4.5,-4.34,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,8,8,6,34.0,4.23,0.16,1.1259,6.76,-6.6,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,8,8,8,34.0,4.23,0.16,1.1259,9.01,-8.85,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,8,8,10,34.0,4.23,0.16,1.1259,11.26,-11.1,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,8,8,12,34.0,4.23,0.16,1.1259,13.51,-13.35,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,8,8,15,34.0,4.23,0.16,1.1259,16.89,-16.73,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,8,8,20,34.0,4.23,0.16,1.1259,22.52,-22.36,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,8,8,25,34.0,4.23,0.16,1.1259,28.15,-27.99,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,10,10,0,34.0,4.23,-8.3,1.1259,0.0,-8.3,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,10,10,2,34.0,4.23,-8.3,1.1259,2.25,-10.55,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,10,10,4,34.0,4.23,-8.3,1.1259,4.5,-12.8,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,10,10,6,34.0,4.23,-8.3,1.1259,6.76,-15.06,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,10,10,8,34.0,4.23,-8.3,1.1259,9.01,-17.31,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,10,10,10,34.0,4.23,-8.3,1.1259,11.26,-19.56,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,10,10,12,34.0,4.23,-8.3,1.1259,13.51,-21.81,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,10,10,15,34.0,4.23,-8.3,1.1259,16.89,-25.19,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,10,10,20,34.0,4.23,-8.3,1.1259,22.52,-30.82,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,10,10,25,34.0,4.23,-8.3,1.1259,28.15,-36.45,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,15,15,0,34.0,4.23,-29.45,1.1259,0.0,-29.45,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,15,15,2,34.0,4.23,-29.45,1.1259,2.25,-31.7,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,15,15,4,34.0,4.23,-29.45,1.1259,4.5,-33.95,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,15,15,6,34.0,4.23,-29.45,1.1259,6.76,-36.21,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,15,15,8,34.0,4.23,-29.45,1.1259,9.01,-38.46,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,15,15,10,34.0,4.23,-29.45,1.1259,11.26,-40.71,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,15,15,12,34.0,4.23,-29.45,1.1259,13.51,-42.96,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,15,15,15,34.0,4.23,-29.45,1.1259,16.89,-46.34,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,15,15,20,34.0,4.23,-29.45,1.1259,22.52,-51.97,recommend_2arm
1221,mixed_balanced,6,1,2,2,1,15,15,25,34.0,4.23,-29.45,1.1259,28.15,-57.6,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,0.5,0_5,0,30.5,3.45,28.77,1.1705,0.0,28.77,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,0.5,0_5,2,30.5,3.45,28.77,1.1705,2.34,26.43,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,0.5,0_5,4,30.5,3.45,28.77,1.1705,4.68,24.09,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,0.5,0_5,6,30.5,3.45,28.77,1.1705,7.02,21.75,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,0.5,0_5,8,30.5,3.45,28.77,1.1705,9.36,19.41,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,0.5,0_5,10,30.5,3.45,28.77,1.1705,11.7,17.07,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,0.5,0_5,12,30.5,3.45,28.77,1.1705,14.05,14.73,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,0.5,0_5,15,30.5,3.45,28.77,1.1705,17.56,11.22,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,0.5,0_5,20,30.5,3.45,28.77,1.1705,23.41,5.37,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,0.5,0_5,25,30.5,3.45,28.77,1.1705,29.26,-0.49,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,1,1,0,30.5,3.45,27.05,1.1705,0.0,27.05,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,1,1,2,30.5,3.45,27.05,1.1705,2.34,24.71,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,1,1,4,30.5,3.45,27.05,1.1705,4.68,22.37,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,1,1,6,30.5,3.45,27.05,1.1705,7.02,20.03,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,1,1,8,30.5,3.45,27.05,1.1705,9.36,17.69,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,1,1,10,30.5,3.45,27.05,1.1705,11.7,15.35,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,1,1,12,30.5,3.45,27.05,1.1705,14.05,13.0,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,1,1,15,30.5,3.45,27.05,1.1705,17.56,9.49,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,1,1,20,30.5,3.45,27.05,1.1705,23.41,3.64,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,1,1,25,30.5,3.45,27.05,1.1705,29.26,-2.21,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,2,2,0,30.5,3.45,23.6,1.1705,0.0,23.6,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,2,2,2,30.5,3.45,23.6,1.1705,2.34,21.26,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,2,2,4,30.5,3.45,23.6,1.1705,4.68,18.92,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,2,2,6,30.5,3.45,23.6,1.1705,7.02,16.58,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,2,2,8,30.5,3.45,23.6,1.1705,9.36,14.24,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,2,2,10,30.5,3.45,23.6,1.1705,11.7,11.9,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,2,2,12,30.5,3.45,23.6,1.1705,14.05,9.55,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,2,2,15,30.5,3.45,23.6,1.1705,17.56,6.04,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,2,2,20,30.5,3.45,23.6,1.1705,23.41,0.19,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,2,2,25,30.5,3.45,23.6,1.1705,29.26,-5.66,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,3,3,0,30.5,3.45,20.15,1.1705,0.0,20.15,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,3,3,2,30.5,3.45,20.15,1.1705,2.34,17.81,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,3,3,4,30.5,3.45,20.15,1.1705,4.68,15.47,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,3,3,6,30.5,3.45,20.15,1.1705,7.02,13.13,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,3,3,8,30.5,3.45,20.15,1.1705,9.36,10.79,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,3,3,10,30.5,3.45,20.15,1.1705,11.7,8.45,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,3,3,12,30.5,3.45,20.15,1.1705,14.05,6.1,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,3,3,15,30.5,3.45,20.15,1.1705,17.56,2.59,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,3,3,20,30.5,3.45,20.15,1.1705,23.41,-3.26,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,3,3,25,30.5,3.45,20.15,1.1705,29.26,-9.11,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,4,4,0,30.5,3.45,16.7,1.1705,0.0,16.7,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,4,4,2,30.5,3.45,16.7,1.1705,2.34,14.36,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,4,4,4,30.5,3.45,16.7,1.1705,4.68,12.02,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,4,4,6,30.5,3.45,16.7,1.1705,7.02,9.68,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,4,4,8,30.5,3.45,16.7,1.1705,9.36,7.34,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,4,4,10,30.5,3.45,16.7,1.1705,11.7,5.0,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,4,4,12,30.5,3.45,16.7,1.1705,14.05,2.65,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,4,4,15,30.5,3.45,16.7,1.1705,17.56,-0.86,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,4,4,20,30.5,3.45,16.7,1.1705,23.41,-6.71,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,4,4,25,30.5,3.45,16.7,1.1705,29.26,-12.56,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,5,5,0,30.5,3.45,13.25,1.1705,0.0,13.25,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,5,5,2,30.5,3.45,13.25,1.1705,2.34,10.91,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,5,5,4,30.5,3.45,13.25,1.1705,4.68,8.57,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,5,5,6,30.5,3.45,13.25,1.1705,7.02,6.23,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,5,5,8,30.5,3.45,13.25,1.1705,9.36,3.89,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,5,5,10,30.5,3.45,13.25,1.1705,11.7,1.55,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,5,5,12,30.5,3.45,13.25,1.1705,14.05,-0.8,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,5,5,15,30.5,3.45,13.25,1.1705,17.56,-4.31,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,5,5,20,30.5,3.45,13.25,1.1705,23.41,-10.16,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,5,5,25,30.5,3.45,13.25,1.1705,29.26,-16.01,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,6,6,0,30.5,3.45,9.8,1.1705,0.0,9.8,recommend_3arm
