counts_code,scenario_type,total_tasks,n1,n2,n3,n4,lambda,lambda_label,activation_cost_K,eta_T_percent,eta_E_percent,base_score_without_cost,activation_cost_factor_phi,activation_penalty,adjusted_score_with_cost,recommendation_with_cost
1222,dual_arm_dominant,7,1,2,2,2,6,6,2,30.5,3.45,9.8,1.1705,2.34,7.46,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,6,6,4,30.5,3.45,9.8,1.1705,4.68,5.12,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,6,6,6,30.5,3.45,9.8,1.1705,7.02,2.78,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,6,6,8,30.5,3.45,9.8,1.1705,9.36,0.44,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,6,6,10,30.5,3.45,9.8,1.1705,11.7,-1.9,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,6,6,12,30.5,3.45,9.8,1.1705,14.05,-4.25,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,6,6,15,30.5,3.45,9.8,1.1705,17.56,-7.76,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,6,6,20,30.5,3.45,9.8,1.1705,23.41,-13.61,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,6,6,25,30.5,3.45,9.8,1.1705,29.26,-19.46,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,8,8,0,30.5,3.45,2.9,1.1705,0.0,2.9,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,8,8,2,30.5,3.45,2.9,1.1705,2.34,0.56,recommend_3arm
1222,dual_arm_dominant,7,1,2,2,2,8,8,4,30.5,3.45,2.9,1.1705,4.68,-1.78,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,8,8,6,30.5,3.45,2.9,1.1705,7.02,-4.12,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,8,8,8,30.5,3.45,2.9,1.1705,9.36,-6.46,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,8,8,10,30.5,3.45,2.9,1.1705,11.7,-8.8,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,8,8,12,30.5,3.45,2.9,1.1705,14.05,-11.15,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,8,8,15,30.5,3.45,2.9,1.1705,17.56,-14.66,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,8,8,20,30.5,3.45,2.9,1.1705,23.41,-20.51,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,8,8,25,30.5,3.45,2.9,1.1705,29.26,-26.36,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,10,10,0,30.5,3.45,-4.0,1.1705,0.0,-4.0,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,10,10,2,30.5,3.45,-4.0,1.1705,2.34,-6.34,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,10,10,4,30.5,3.45,-4.0,1.1705,4.68,-8.68,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,10,10,6,30.5,3.45,-4.0,1.1705,7.02,-11.02,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,10,10,8,30.5,3.45,-4.0,1.1705,9.36,-13.36,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,10,10,10,30.5,3.45,-4.0,1.1705,11.7,-15.7,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,10,10,12,30.5,3.45,-4.0,1.1705,14.05,-18.05,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,10,10,15,30.5,3.45,-4.0,1.1705,17.56,-21.56,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,10,10,20,30.5,3.45,-4.0,1.1705,23.41,-27.41,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,10,10,25,30.5,3.45,-4.0,1.1705,29.26,-33.26,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,15,15,0,30.5,3.45,-21.25,1.1705,0.0,-21.25,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,15,15,2,30.5,3.45,-21.25,1.1705,2.34,-23.59,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,15,15,4,30.5,3.45,-21.25,1.1705,4.68,-25.93,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,15,15,6,30.5,3.45,-21.25,1.1705,7.02,-28.27,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,15,15,8,30.5,3.45,-21.25,1.1705,9.36,-30.61,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,15,15,10,30.5,3.45,-21.25,1.1705,11.7,-32.95,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,15,15,12,30.5,3.45,-21.25,1.1705,14.05,-35.3,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,15,15,15,30.5,3.45,-21.25,1.1705,17.56,-38.81,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,15,15,20,30.5,3.45,-21.25,1.1705,23.41,-44.66,recommend_2arm
1222,dual_arm_dominant,7,1,2,2,2,15,15,25,30.5,3.45,-21.25,1.1705,29.26,-50.51,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,0.5,0_5,0,33.11,5.93,30.14,1.0941,0.0,30.14,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,0.5,0_5,2,33.11,5.93,30.14,1.0941,2.19,27.96,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,0.5,0_5,4,33.11,5.93,30.14,1.0941,4.38,25.77,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,0.5,0_5,6,33.11,5.93,30.14,1.0941,6.56,23.58,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,0.5,0_5,8,33.11,5.93,30.14,1.0941,8.75,21.39,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,0.5,0_5,10,33.11,5.93,30.14,1.0941,10.94,19.2,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,0.5,0_5,12,33.11,5.93,30.14,1.0941,13.13,17.02,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,0.5,0_5,15,33.11,5.93,30.14,1.0941,16.41,13.73,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,0.5,0_5,20,33.11,5.93,30.14,1.0941,21.88,8.26,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,0.5,0_5,25,33.11,5.93,30.14,1.0941,27.35,2.79,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,1,1,0,33.11,5.93,27.18,1.0941,0.0,27.18,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,1,1,2,33.11,5.93,27.18,1.0941,2.19,24.99,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,1,1,4,33.11,5.93,27.18,1.0941,4.38,22.8,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,1,1,6,33.11,5.93,27.18,1.0941,6.56,20.62,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,1,1,8,33.11,5.93,27.18,1.0941,8.75,18.43,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,1,1,10,33.11,5.93,27.18,1.0941,10.94,16.24,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,1,1,12,33.11,5.93,27.18,1.0941,13.13,14.05,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,1,1,15,33.11,5.93,27.18,1.0941,16.41,10.77,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,1,1,20,33.11,5.93,27.18,1.0941,21.88,5.3,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,1,1,25,33.11,5.93,27.18,1.0941,27.35,-0.17,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,2,2,0,33.11,5.93,21.25,1.0941,0.0,21.25,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,2,2,2,33.11,5.93,21.25,1.0941,2.19,19.06,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,2,2,4,33.11,5.93,21.25,1.0941,4.38,16.87,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,2,2,6,33.11,5.93,21.25,1.0941,6.56,14.69,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,2,2,8,33.11,5.93,21.25,1.0941,8.75,12.5,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,2,2,10,33.11,5.93,21.25,1.0941,10.94,10.31,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,2,2,12,33.11,5.93,21.25,1.0941,13.13,8.12,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,2,2,15,33.11,5.93,21.25,1.0941,16.41,4.84,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,2,2,20,33.11,5.93,21.25,1.0941,21.88,-0.63,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,2,2,25,33.11,5.93,21.25,1.0941,27.35,-6.1,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,3,3,0,33.11,5.93,15.32,1.0941,0.0,15.32,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,3,3,2,33.11,5.93,15.32,1.0941,2.19,13.13,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,3,3,4,33.11,5.93,15.32,1.0941,4.38,10.94,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,3,3,6,33.11,5.93,15.32,1.0941,6.56,8.76,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,3,3,8,33.11,5.93,15.32,1.0941,8.75,6.57,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,3,3,10,33.11,5.93,15.32,1.0941,10.94,4.38,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,3,3,12,33.11,5.93,15.32,1.0941,13.13,2.19,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,3,3,15,33.11,5.93,15.32,1.0941,16.41,-1.09,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,3,3,20,33.11,5.93,15.32,1.0941,21.88,-6.56,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,3,3,25,33.11,5.93,15.32,1.0941,27.35,-12.03,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,4,4,0,33.11,5.93,9.39,1.0941,0.0,9.39,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,4,4,2,33.11,5.93,9.39,1.0941,2.19,7.2,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,4,4,4,33.11,5.93,9.39,1.0941,4.38,5.01,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,4,4,6,33.11,5.93,9.39,1.0941,6.56,2.83,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,4,4,8,33.11,5.93,9.39,1.0941,8.75,0.64,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,4,4,10,33.11,5.93,9.39,1.0941,10.94,-1.55,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,4,4,12,33.11,5.93,9.39,1.0941,13.13,-3.74,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,4,4,15,33.11,5.93,9.39,1.0941,16.41,-7.02,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,4,4,20,33.11,5.93,9.39,1.0941,21.88,-12.49,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,4,4,25,33.11,5.93,9.39,1.0941,27.35,-17.96,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,5,5,0,33.11,5.93,3.46,1.0941,0.0,3.46,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,5,5,2,33.11,5.93,3.46,1.0941,2.19,1.27,recommend_3arm
2111,single_arm_dominant,5,2,1,1,1,5,5,4,33.11,5.93,3.46,1.0941,4.38,-0.92,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,5,5,6,33.11,5.93,3.46,1.0941,6.56,-3.1,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,5,5,8,33.11,5.93,3.46,1.0941,8.75,-5.29,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,5,5,10,33.11,5.93,3.46,1.0941,10.94,-7.48,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,5,5,12,33.11,5.93,3.46,1.0941,13.13,-9.67,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,5,5,15,33.11,5.93,3.46,1.0941,16.41,-12.95,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,5,5,20,33.11,5.93,3.46,1.0941,21.88,-18.42,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,5,5,25,33.11,5.93,3.46,1.0941,27.35,-23.89,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,6,6,0,33.11,5.93,-2.47,1.0941,0.0,-2.47,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,6,6,2,33.11,5.93,-2.47,1.0941,2.19,-4.66,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,6,6,4,33.11,5.93,-2.47,1.0941,4.38,-6.85,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,6,6,6,33.11,5.93,-2.47,1.0941,6.56,-9.03,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,6,6,8,33.11,5.93,-2.47,1.0941,8.75,-11.22,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,6,6,10,33.11,5.93,-2.47,1.0941,10.94,-13.41,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,6,6,12,33.11,5.93,-2.47,1.0941,13.13,-15.6,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,6,6,15,33.11,5.93,-2.47,1.0941,16.41,-18.88,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,6,6,20,33.11,5.93,-2.47,1.0941,21.88,-24.35,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,6,6,25,33.11,5.93,-2.47,1.0941,27.35,-29.82,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,8,8,0,33.11,5.93,-14.33,1.0941,0.0,-14.33,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,8,8,2,33.11,5.93,-14.33,1.0941,2.19,-16.52,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,8,8,4,33.11,5.93,-14.33,1.0941,4.38,-18.71,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,8,8,6,33.11,5.93,-14.33,1.0941,6.56,-20.89,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,8,8,8,33.11,5.93,-14.33,1.0941,8.75,-23.08,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,8,8,10,33.11,5.93,-14.33,1.0941,10.94,-25.27,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,8,8,12,33.11,5.93,-14.33,1.0941,13.13,-27.46,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,8,8,15,33.11,5.93,-14.33,1.0941,16.41,-30.74,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,8,8,20,33.11,5.93,-14.33,1.0941,21.88,-36.21,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,8,8,25,33.11,5.93,-14.33,1.0941,27.35,-41.68,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,10,10,0,33.11,5.93,-26.19,1.0941,0.0,-26.19,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,10,10,2,33.11,5.93,-26.19,1.0941,2.19,-28.38,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,10,10,4,33.11,5.93,-26.19,1.0941,4.38,-30.57,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,10,10,6,33.11,5.93,-26.19,1.0941,6.56,-32.75,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,10,10,8,33.11,5.93,-26.19,1.0941,8.75,-34.94,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,10,10,10,33.11,5.93,-26.19,1.0941,10.94,-37.13,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,10,10,12,33.11,5.93,-26.19,1.0941,13.13,-39.32,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,10,10,15,33.11,5.93,-26.19,1.0941,16.41,-42.6,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,10,10,20,33.11,5.93,-26.19,1.0941,21.88,-48.07,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,10,10,25,33.11,5.93,-26.19,1.0941,27.35,-53.54,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,15,15,0,33.11,5.93,-55.84,1.0941,0.0,-55.84,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,15,15,2,33.11,5.93,-55.84,1.0941,2.19,-58.03,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,15,15,4,33.11,5.93,-55.84,1.0941,4.38,-60.22,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,15,15,6,33.11,5.93,-55.84,1.0941,6.56,-62.4,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,15,15,8,33.11,5.93,-55.84,1.0941,8.75,-64.59,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,15,15,10,33.11,5.93,-55.84,1.0941,10.94,-66.78,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,15,15,12,33.11,5.93,-55.84,1.0941,13.13,-68.97,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,15,15,15,33.11,5.93,-55.84,1.0941,16.41,-72.25,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,15,15,20,33.11,5.93,-55.84,1.0941,21.88,-77.72,recommend_2arm
2111,single_arm_dominant,5,2,1,1,1,15,15,25,33.11,5.93,-55.84,1.0941,27.35,-83.19,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,0.5,0_5,0,32.37,4.63,30.05,1.1384,0.0,30.05,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,0.5,0_5,2,32.37,4.63,30.05,1.1384,2.28,27.78,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,0.5,0_5,4,32.37,4.63,30.05,1.1384,4.55,25.5,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,0.5,0_5,6,32.37,4.63,30.05,1.1384,6.83,23.22,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,0.5,0_5,8,32.37,4.63,30.05,1.1384,9.11,20.95,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,0.5,0_5,10,32.37,4.63,30.05,1.1384,11.38,18.67,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,0.5,0_5,12,32.37,4.63,30.05,1.1384,13.66,16.39,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,0.5,0_5,15,32.37,4.63,30.05,1.1384,17.08,12.98,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,0.5,0_5,20,32.37,4.63,30.05,1.1384,22.77,7.29,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,0.5,0_5,25,32.37,4.63,30.05,1.1384,28.46,1.59,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,1,1,0,32.37,4.63,27.74,1.1384,0.0,27.74,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,1,1,2,32.37,4.63,27.74,1.1384,2.28,25.46,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,1,1,4,32.37,4.63,27.74,1.1384,4.55,23.19,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,1,1,6,32.37,4.63,27.74,1.1384,6.83,20.91,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,1,1,8,32.37,4.63,27.74,1.1384,9.11,18.63,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,1,1,10,32.37,4.63,27.74,1.1384,11.38,16.36,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,1,1,12,32.37,4.63,27.74,1.1384,13.66,14.08,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,1,1,15,32.37,4.63,27.74,1.1384,17.08,10.66,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,1,1,20,32.37,4.63,27.74,1.1384,22.77,4.97,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,1,1,25,32.37,4.63,27.74,1.1384,28.46,-0.72,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,2,2,0,32.37,4.63,23.11,1.1384,0.0,23.11,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,2,2,2,32.37,4.63,23.11,1.1384,2.28,20.83,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,2,2,4,32.37,4.63,23.11,1.1384,4.55,18.56,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,2,2,6,32.37,4.63,23.11,1.1384,6.83,16.28,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,2,2,8,32.37,4.63,23.11,1.1384,9.11,14.0,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,2,2,10,32.37,4.63,23.11,1.1384,11.38,11.73,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,2,2,12,32.37,4.63,23.11,1.1384,13.66,9.45,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,2,2,15,32.37,4.63,23.11,1.1384,17.08,6.03,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,2,2,20,32.37,4.63,23.11,1.1384,22.77,0.34,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,2,2,25,32.37,4.63,23.11,1.1384,28.46,-5.35,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,3,3,0,32.37,4.63,18.48,1.1384,0.0,18.48,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,3,3,2,32.37,4.63,18.48,1.1384,2.28,16.2,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,3,3,4,32.37,4.63,18.48,1.1384,4.55,13.93,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,3,3,6,32.37,4.63,18.48,1.1384,6.83,11.65,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,3,3,8,32.37,4.63,18.48,1.1384,9.11,9.37,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,3,3,10,32.37,4.63,18.48,1.1384,11.38,7.1,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,3,3,12,32.37,4.63,18.48,1.1384,13.66,4.82,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,3,3,15,32.37,4.63,18.48,1.1384,17.08,1.4,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,3,3,20,32.37,4.63,18.48,1.1384,22.77,-4.29,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,3,3,25,32.37,4.63,18.48,1.1384,28.46,-9.98,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,4,4,0,32.37,4.63,13.85,1.1384,0.0,13.85,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,4,4,2,32.37,4.63,13.85,1.1384,2.28,11.57,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,4,4,4,32.37,4.63,13.85,1.1384,4.55,9.3,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,4,4,6,32.37,4.63,13.85,1.1384,6.83,7.02,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,4,4,8,32.37,4.63,13.85,1.1384,9.11,4.74,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,4,4,10,32.37,4.63,13.85,1.1384,11.38,2.47,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,4,4,12,32.37,4.63,13.85,1.1384,13.66,0.19,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,4,4,15,32.37,4.63,13.85,1.1384,17.08,-3.23,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,4,4,20,32.37,4.63,13.85,1.1384,22.77,-8.92,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,4,4,25,32.37,4.63,13.85,1.1384,28.46,-14.61,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,5,5,0,32.37,4.63,9.22,1.1384,0.0,9.22,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,5,5,2,32.37,4.63,9.22,1.1384,2.28,6.94,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,5,5,4,32.37,4.63,9.22,1.1384,4.55,4.67,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,5,5,6,32.37,4.63,9.22,1.1384,6.83,2.39,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,5,5,8,32.37,4.63,9.22,1.1384,9.11,0.11,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,5,5,10,32.37,4.63,9.22,1.1384,11.38,-2.16,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,5,5,12,32.37,4.63,9.22,1.1384,13.66,-4.44,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,5,5,15,32.37,4.63,9.22,1.1384,17.08,-7.86,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,5,5,20,32.37,4.63,9.22,1.1384,22.77,-13.55,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,5,5,25,32.37,4.63,9.22,1.1384,28.46,-19.24,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,6,6,0,32.37,4.63,4.59,1.1384,0.0,4.59,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,6,6,2,32.37,4.63,4.59,1.1384,2.28,2.31,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,6,6,4,32.37,4.63,4.59,1.1384,4.55,0.04,recommend_3arm
2112,mixed_balanced,6,2,1,1,2,6,6,6,32.37,4.63,4.59,1.1384,6.83,-2.24,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,6,6,8,32.37,4.63,4.59,1.1384,9.11,-4.52,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,6,6,10,32.37,4.63,4.59,1.1384,11.38,-6.79,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,6,6,12,32.37,4.63,4.59,1.1384,13.66,-9.07,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,6,6,15,32.37,4.63,4.59,1.1384,17.08,-12.49,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,6,6,20,32.37,4.63,4.59,1.1384,22.77,-18.18,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,6,6,25,32.37,4.63,4.59,1.1384,28.46,-23.87,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,8,8,0,32.37,4.63,-4.67,1.1384,0.0,-4.67,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,8,8,2,32.37,4.63,-4.67,1.1384,2.28,-6.95,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,8,8,4,32.37,4.63,-4.67,1.1384,4.55,-9.22,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,8,8,6,32.37,4.63,-4.67,1.1384,6.83,-11.5,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,8,8,8,32.37,4.63,-4.67,1.1384,9.11,-13.78,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,8,8,10,32.37,4.63,-4.67,1.1384,11.38,-16.05,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,8,8,12,32.37,4.63,-4.67,1.1384,13.66,-18.33,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,8,8,15,32.37,4.63,-4.67,1.1384,17.08,-21.75,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,8,8,20,32.37,4.63,-4.67,1.1384,22.77,-27.44,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,8,8,25,32.37,4.63,-4.67,1.1384,28.46,-33.13,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,10,10,0,32.37,4.63,-13.93,1.1384,0.0,-13.93,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,10,10,2,32.37,4.63,-13.93,1.1384,2.28,-16.21,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,10,10,4,32.37,4.63,-13.93,1.1384,4.55,-18.48,recommend_2arm
2112,mixed_balanced,6,2,1,1,2,10,10,6,32.37,4.63,-13.93,1.1384,6.83,-20.76,recommend_2arm
