counts_code,scenario_type,total_tasks,n1,n2,n3,n4,lambda,lambda_label,gamma,sample_count,mean_eta_T_percent,std_eta_T_percent,mean_eta_E_percent,std_eta_E_percent,mean_score,std_score,robust_score,robust_recommendation,model_note
2122,dual_arm_dominant,7,2,1,2,2,10,10,1.5,3,25.48,1.56,4.08,0.5,-15.34,6.21,-24.65,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2122,dual_arm_dominant,7,2,1,2,2,10,10,2,3,25.48,1.56,4.08,0.5,-15.34,6.21,-27.75,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2122,dual_arm_dominant,7,2,1,2,2,15,15,0,3,25.48,1.56,4.08,0.5,-35.75,8.66,-35.75,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2122,dual_arm_dominant,7,2,1,2,2,15,15,0.5,3,25.48,1.56,4.08,0.5,-35.75,8.66,-40.08,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2122,dual_arm_dominant,7,2,1,2,2,15,15,1,3,25.48,1.56,4.08,0.5,-35.75,8.66,-44.41,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2122,dual_arm_dominant,7,2,1,2,2,15,15,1.5,3,25.48,1.56,4.08,0.5,-35.75,8.66,-48.74,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2122,dual_arm_dominant,7,2,1,2,2,15,15,2,3,25.48,1.56,4.08,0.5,-35.75,8.66,-53.07,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,0.5,0_5,0,3,27.5,1.66,4.94,0.11,25.03,1.62,25.03,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,0.5,0_5,0.5,3,27.5,1.66,4.94,0.11,25.03,1.62,24.22,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,0.5,0_5,1,3,27.5,1.66,4.94,0.11,25.03,1.62,23.41,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,0.5,0_5,1.5,3,27.5,1.66,4.94,0.11,25.03,1.62,22.6,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,0.5,0_5,2,3,27.5,1.66,4.94,0.11,25.03,1.62,21.79,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,1,1,0,3,27.5,1.66,4.94,0.11,22.56,1.58,22.56,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,1,1,0.5,3,27.5,1.66,4.94,0.11,22.56,1.58,21.77,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,1,1,1,3,27.5,1.66,4.94,0.11,22.56,1.58,20.98,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,1,1,1.5,3,27.5,1.66,4.94,0.11,22.56,1.58,20.19,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,1,1,2,3,27.5,1.66,4.94,0.11,22.56,1.58,19.4,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,2,2,0,3,27.5,1.66,4.94,0.11,17.62,1.5,17.62,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,2,2,0.5,3,27.5,1.66,4.94,0.11,17.62,1.5,16.87,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,2,2,1,3,27.5,1.66,4.94,0.11,17.62,1.5,16.12,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,2,2,1.5,3,27.5,1.66,4.94,0.11,17.62,1.5,15.37,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,2,2,2,3,27.5,1.66,4.94,0.11,17.62,1.5,14.62,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,3,3,0,3,27.5,1.66,4.94,0.11,12.68,1.43,12.68,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,3,3,0.5,3,27.5,1.66,4.94,0.11,12.68,1.43,11.96,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,3,3,1,3,27.5,1.66,4.94,0.11,12.68,1.43,11.25,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,3,3,1.5,3,27.5,1.66,4.94,0.11,12.68,1.43,10.53,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,3,3,2,3,27.5,1.66,4.94,0.11,12.68,1.43,9.82,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,4,4,0,3,27.5,1.66,4.94,0.11,7.73,1.36,7.73,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,4,4,0.5,3,27.5,1.66,4.94,0.11,7.73,1.36,7.05,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,4,4,1,3,27.5,1.66,4.94,0.11,7.73,1.36,6.37,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,4,4,1.5,3,27.5,1.66,4.94,0.11,7.73,1.36,5.69,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,4,4,2,3,27.5,1.66,4.94,0.11,7.73,1.36,5.01,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,5,5,0,3,27.5,1.66,4.94,0.11,2.79,1.3,2.79,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,5,5,0.5,3,27.5,1.66,4.94,0.11,2.79,1.3,2.14,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,5,5,1,3,27.5,1.66,4.94,0.11,2.79,1.3,1.49,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,5,5,1.5,3,27.5,1.66,4.94,0.11,2.79,1.3,0.84,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,5,5,2,3,27.5,1.66,4.94,0.11,2.79,1.3,0.19,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,6,6,0,3,27.5,1.66,4.94,0.11,-2.15,1.25,-2.15,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,6,6,0.5,3,27.5,1.66,4.94,0.11,-2.15,1.25,-2.77,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,6,6,1,3,27.5,1.66,4.94,0.11,-2.15,1.25,-3.4,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,6,6,1.5,3,27.5,1.66,4.94,0.11,-2.15,1.25,-4.02,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,6,6,2,3,27.5,1.66,4.94,0.11,-2.15,1.25,-4.65,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,8,8,0,3,27.5,1.66,4.94,0.11,-12.03,1.18,-12.03,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,8,8,0.5,3,27.5,1.66,4.94,0.11,-12.03,1.18,-12.62,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,8,8,1,3,27.5,1.66,4.94,0.11,-12.03,1.18,-13.2,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,8,8,1.5,3,27.5,1.66,4.94,0.11,-12.03,1.18,-13.79,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,8,8,2,3,27.5,1.66,4.94,0.11,-12.03,1.18,-14.38,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,10,10,0,3,27.5,1.66,4.94,0.11,-21.91,1.14,-21.91,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,10,10,0.5,3,27.5,1.66,4.94,0.11,-21.91,1.14,-22.48,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,10,10,1,3,27.5,1.66,4.94,0.11,-21.91,1.14,-23.05,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,10,10,1.5,3,27.5,1.66,4.94,0.11,-21.91,1.14,-23.62,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,10,10,2,3,27.5,1.66,4.94,0.11,-21.91,1.14,-24.19,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,15,15,0,3,27.5,1.66,4.94,0.11,-46.61,1.25,-46.61,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,15,15,0.5,3,27.5,1.66,4.94,0.11,-46.61,1.25,-47.24,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,15,15,1,3,27.5,1.66,4.94,0.11,-46.61,1.25,-47.87,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,15,15,1.5,3,27.5,1.66,4.94,0.11,-46.61,1.25,-48.49,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2211,single_arm_dominant,6,2,2,1,1,15,15,2,3,27.5,1.66,4.94,0.11,-46.61,1.25,-49.12,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,0.5,0_5,0,3,31.99,0.49,4.36,0.34,29.82,0.41,29.82,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,0.5,0_5,0.5,3,31.99,0.49,4.36,0.34,29.82,0.41,29.61,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,0.5,0_5,1,3,31.99,0.49,4.36,0.34,29.82,0.41,29.4,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,0.5,0_5,1.5,3,31.99,0.49,4.36,0.34,29.82,0.41,29.2,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,0.5,0_5,2,3,31.99,0.49,4.36,0.34,29.82,0.41,28.99,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,1,1,0,3,31.99,0.49,4.36,0.34,27.64,0.4,27.64,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,1,1,0.5,3,31.99,0.49,4.36,0.34,27.64,0.4,27.44,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,1,1,1,3,31.99,0.49,4.36,0.34,27.64,0.4,27.24,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,1,1,1.5,3,31.99,0.49,4.36,0.34,27.64,0.4,27.04,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,1,1,2,3,31.99,0.49,4.36,0.34,27.64,0.4,26.84,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,2,2,0,3,31.99,0.49,4.36,0.34,23.28,0.56,23.28,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,2,2,0.5,3,31.99,0.49,4.36,0.34,23.28,0.56,23.0,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,2,2,1,3,31.99,0.49,4.36,0.34,23.28,0.56,22.72,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,2,2,1.5,3,31.99,0.49,4.36,0.34,23.28,0.56,22.45,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,2,2,2,3,31.99,0.49,4.36,0.34,23.28,0.56,22.17,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,3,3,0,3,31.99,0.49,4.36,0.34,18.92,0.83,18.92,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,3,3,0.5,3,31.99,0.49,4.36,0.34,18.92,0.83,18.51,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,3,3,1,3,31.99,0.49,4.36,0.34,18.92,0.83,18.09,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,3,3,1.5,3,31.99,0.49,4.36,0.34,18.92,0.83,17.67,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,3,3,2,3,31.99,0.49,4.36,0.34,18.92,0.83,17.26,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,4,4,0,3,31.99,0.49,4.36,0.34,14.56,1.14,14.56,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,4,4,0.5,3,31.99,0.49,4.36,0.34,14.56,1.14,13.99,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,4,4,1,3,31.99,0.49,4.36,0.34,14.56,1.14,13.42,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,4,4,1.5,3,31.99,0.49,4.36,0.34,14.56,1.14,12.85,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,4,4,2,3,31.99,0.49,4.36,0.34,14.56,1.14,12.28,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,5,5,0,3,31.99,0.49,4.36,0.34,10.21,1.47,10.21,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,5,5,0.5,3,31.99,0.49,4.36,0.34,10.21,1.47,9.47,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,5,5,1,3,31.99,0.49,4.36,0.34,10.21,1.47,8.74,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,5,5,1.5,3,31.99,0.49,4.36,0.34,10.21,1.47,8.0,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,5,5,2,3,31.99,0.49,4.36,0.34,10.21,1.47,7.27,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,6,6,0,3,31.99,0.49,4.36,0.34,5.85,1.8,5.85,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,6,6,0.5,3,31.99,0.49,4.36,0.34,5.85,1.8,4.95,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,6,6,1,3,31.99,0.49,4.36,0.34,5.85,1.8,4.05,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,6,6,1.5,3,31.99,0.49,4.36,0.34,5.85,1.8,3.15,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,6,6,2,3,31.99,0.49,4.36,0.34,5.85,1.8,2.25,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,8,8,0,3,31.99,0.49,4.36,0.34,-2.87,2.47,-2.87,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,8,8,0.5,3,31.99,0.49,4.36,0.34,-2.87,2.47,-4.1,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,8,8,1,3,31.99,0.49,4.36,0.34,-2.87,2.47,-5.34,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,8,8,1.5,3,31.99,0.49,4.36,0.34,-2.87,2.47,-6.57,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,8,8,2,3,31.99,0.49,4.36,0.34,-2.87,2.47,-7.81,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,10,10,0,3,31.99,0.49,4.36,0.34,-11.58,3.15,-11.58,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,10,10,0.5,3,31.99,0.49,4.36,0.34,-11.58,3.15,-13.16,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,10,10,1,3,31.99,0.49,4.36,0.34,-11.58,3.15,-14.73,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,10,10,1.5,3,31.99,0.49,4.36,0.34,-11.58,3.15,-16.3,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,10,10,2,3,31.99,0.49,4.36,0.34,-11.58,3.15,-17.88,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,15,15,0,3,31.99,0.49,4.36,0.34,-33.37,4.84,-33.37,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,15,15,0.5,3,31.99,0.49,4.36,0.34,-33.37,4.84,-35.79,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,15,15,1,3,31.99,0.49,4.36,0.34,-33.37,4.84,-38.21,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,15,15,1.5,3,31.99,0.49,4.36,0.34,-33.37,4.84,-40.64,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2212,single_arm_dominant,7,2,2,1,2,15,15,2,3,31.99,0.49,4.36,0.34,-33.37,4.84,-43.06,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,0.5,0_5,0,3,32.01,0.22,4.72,0.19,29.65,0.3,29.65,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,0.5,0_5,0.5,3,32.01,0.22,4.72,0.19,29.65,0.3,29.5,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,0.5,0_5,1,3,32.01,0.22,4.72,0.19,29.65,0.3,29.35,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,0.5,0_5,1.5,3,32.01,0.22,4.72,0.19,29.65,0.3,29.19,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,0.5,0_5,2,3,32.01,0.22,4.72,0.19,29.65,0.3,29.04,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,1,1,0,3,32.01,0.22,4.72,0.19,27.29,0.39,27.29,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,1,1,0.5,3,32.01,0.22,4.72,0.19,27.29,0.39,27.09,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,1,1,1,3,32.01,0.22,4.72,0.19,27.29,0.39,26.9,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,1,1,1.5,3,32.01,0.22,4.72,0.19,27.29,0.39,26.7,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,1,1,2,3,32.01,0.22,4.72,0.19,27.29,0.39,26.5,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,2,2,0,3,32.01,0.22,4.72,0.19,22.57,0.58,22.57,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,2,2,0.5,3,32.01,0.22,4.72,0.19,22.57,0.58,22.28,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,2,2,1,3,32.01,0.22,4.72,0.19,22.57,0.58,21.99,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,2,2,1.5,3,32.01,0.22,4.72,0.19,22.57,0.58,21.7,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,2,2,2,3,32.01,0.22,4.72,0.19,22.57,0.58,21.41,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,3,3,0,3,32.01,0.22,4.72,0.19,17.85,0.77,17.85,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,3,3,0.5,3,32.01,0.22,4.72,0.19,17.85,0.77,17.47,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,3,3,1,3,32.01,0.22,4.72,0.19,17.85,0.77,17.09,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,3,3,1.5,3,32.01,0.22,4.72,0.19,17.85,0.77,16.7,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,3,3,2,3,32.01,0.22,4.72,0.19,17.85,0.77,16.32,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,4,4,0,3,32.01,0.22,4.72,0.19,13.13,0.95,13.13,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,4,4,0.5,3,32.01,0.22,4.72,0.19,13.13,0.95,12.66,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,4,4,1,3,32.01,0.22,4.72,0.19,13.13,0.95,12.18,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,4,4,1.5,3,32.01,0.22,4.72,0.19,13.13,0.95,11.7,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,4,4,2,3,32.01,0.22,4.72,0.19,13.13,0.95,11.23,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,5,5,0,3,32.01,0.22,4.72,0.19,8.41,1.14,8.41,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,5,5,0.5,3,32.01,0.22,4.72,0.19,8.41,1.14,7.84,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,5,5,1,3,32.01,0.22,4.72,0.19,8.41,1.14,7.27,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,5,5,1.5,3,32.01,0.22,4.72,0.19,8.41,1.14,6.7,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,5,5,2,3,32.01,0.22,4.72,0.19,8.41,1.14,6.13,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,6,6,0,3,32.01,0.22,4.72,0.19,3.69,1.33,3.69,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,6,6,0.5,3,32.01,0.22,4.72,0.19,3.69,1.33,3.03,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,6,6,1,3,32.01,0.22,4.72,0.19,3.69,1.33,2.36,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,6,6,1.5,3,32.01,0.22,4.72,0.19,3.69,1.33,1.7,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,6,6,2,3,32.01,0.22,4.72,0.19,3.69,1.33,1.03,recommend_3arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,8,8,0,3,32.01,0.22,4.72,0.19,-5.74,1.71,-5.74,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
2221,single_arm_dominant,7,2,2,2,1,8,8,0.5,3,32.01,0.22,4.72,0.19,-5.74,1.71,-6.6,recommend_2arm,robust_score = mean(S_lambda) - gamma * std(S_lambda)
