counts_code,n1,n2,n3,n4,total_tasks,scenario_type,method,seed_count,deadline_base,deadline_reference_cmax_2B,deadline_ratio,deadline_value,lambda_single,lambda_dual,rho_single,rho_dual,speed_min,speed_max,mean_cmax_2B_original,max_cmax_2B_original,mean_energy_2B_original,max_energy_2B_original,robust_feasible_2B,opt_speed_single_2B,opt_speed_dual_2B,worst_energy_z_2B,mean_energy_after_speed_2B,max_cmax_after_speed_2B,worst_energy_seed_2B,binding_time_seed_2B,kkt_pass_2B,infeasible_reason_2B,mean_cmax_3B_original,max_cmax_3B_original,mean_energy_3B_original,max_energy_3B_original,robust_feasible_3B,opt_speed_single_3B,opt_speed_dual_3B,worst_energy_z_3B,mean_energy_after_speed_3B,max_cmax_after_speed_3B,worst_energy_seed_3B,binding_time_seed_3B,kkt_pass_3B,infeasible_reason_3B,worst_energy_gap_2B_minus_3B,worst_energy_gap_percent_vs_2B,recommended_mode,recommendation,recommendation_reason
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,mean_2b,2341.0,1.2,2809.2,0.35,0.45,0.35,0.45,0.6,1.8,2341.0,2529.0,9844.0,10245.0,1,0.91626,0.968729,10222.11218,9822.008033,2670.434888,0,0,1,,1646.666667,1733.0,10282.333333,10682.0,1,0.91626,0.968729,10658.135901,10259.362109,1829.918411,0,1,1,,-436.023721,-4.2655,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,mean_2b,2341.0,1.25,2926.25,0.35,0.45,0.35,0.45,0.6,1.8,2341.0,2529.0,9844.0,10245.0,1,0.91626,0.968729,10222.11218,9822.008033,2670.434888,0,0,1,,1646.666667,1733.0,10282.333333,10682.0,1,0.91626,0.968729,10658.135901,10259.362109,1829.918411,0,1,1,,-436.023721,-4.2655,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,mean_2b,2341.0,1.3,3043.3,0.35,0.45,0.35,0.45,0.6,1.8,2341.0,2529.0,9844.0,10245.0,1,0.91626,0.968729,10222.11218,9822.008033,2670.434888,0,0,1,,1646.666667,1733.0,10282.333333,10682.0,1,0.91626,0.968729,10658.135901,10259.362109,1829.918411,0,1,1,,-436.023721,-4.2655,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,mean_2b,2341.0,1.35,3160.35,0.35,0.45,0.35,0.45,0.6,1.8,2341.0,2529.0,9844.0,10245.0,1,0.91626,0.968729,10222.11218,9822.008033,2670.434888,0,0,1,,1646.666667,1733.0,10282.333333,10682.0,1,0.91626,0.968729,10658.135901,10259.362109,1829.918411,0,1,1,,-436.023721,-4.2655,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,mean_2b,2341.0,1.4,3277.4,0.35,0.45,0.35,0.45,0.6,1.8,2341.0,2529.0,9844.0,10245.0,1,0.91626,0.968729,10222.11218,9822.008033,2670.434888,0,0,1,,1646.666667,1733.0,10282.333333,10682.0,1,0.91626,0.968729,10658.135901,10259.362109,1829.918411,0,1,1,,-436.023721,-4.2655,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,mean_2b,2341.0,1.5,3511.5,0.35,0.45,0.35,0.45,0.6,1.8,2341.0,2529.0,9844.0,10245.0,1,0.91626,0.968729,10222.11218,9822.008033,2670.434888,0,0,1,,1646.666667,1733.0,10282.333333,10682.0,1,0.91626,0.968729,10658.135901,10259.362109,1829.918411,0,1,1,,-436.023721,-4.2655,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,0.7,2005.266667,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,1.493716,1.511516,16646.786422,16285.169964,2005.266667,2,0,0,,2172.666667,2187.0,14493.333333,14815.0,1,1.061994,1.105532,14976.619328,14651.443545,2005.266667,2,2,0,,1670.167094,10.033,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,0.75,2148.5,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,1.389173,1.413302,15924.171051,15578.251893,2148.5,2,0,0,,2172.666667,2187.0,14493.333333,14815.0,1,0.986262,1.034523,14831.796606,14509.765247,2148.5,2,2,0,,1092.374445,6.8599,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,0.8,2291.733333,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,1.297905,1.327283,15383.691255,15049.512885,2291.733333,2,0,0,,2172.666667,2187.0,14493.333333,14815.0,1,0.920322,0.972267,14785.810419,14464.777523,2291.702436,2,2,0,,597.880836,3.8865,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,0.85,2434.966667,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,1.217345,1.251422,14983.773779,14658.282776,2434.966667,2,0,0,,2172.666667,2187.0,14493.333333,14815.0,1,0.91626,0.968729,14785.663433,14464.633729,2300.68982,2,2,1,,198.110346,1.3222,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,0.9,2578.2,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,1.145383,1.1842,14694.067152,14374.869417,2578.2,2,0,0,,2172.666667,2187.0,14493.333333,14815.0,1,0.91626,0.968729,14785.663433,14464.633729,2300.68982,2,2,1,,-91.596282,-0.6234,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,0.95,2721.433333,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,1.081383,1.123871,14491.845661,14177.040763,2721.433333,2,0,0,,2172.666667,2187.0,14493.333333,14815.0,1,0.91626,0.968729,14785.663433,14464.633729,2300.68982,2,2,1,,-293.817772,-2.0275,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,1.0,2864.666667,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,1.02389,1.069536,14360.067017,14048.124733,2864.666667,2,0,0,,2172.666667,2187.0,14493.333333,14815.0,1,0.91626,0.968729,14785.663433,14464.633729,2300.68982,2,2,1,,-425.596417,-2.9637,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,1.05,3007.9,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,0.971697,1.02049,14285.624647,13975.299468,3007.9,2,0,0,,2172.666667,2187.0,14493.333333,14815.0,1,0.91626,0.968729,14785.663433,14464.633729,2300.68982,2,2,1,,-500.038786,-3.5003,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,1.1,3151.133333,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,0.924076,0.97602,14258.282384,13948.551158,3151.131866,2,0,0,,2172.666667,2187.0,14493.333333,14815.0,1,0.91626,0.968729,14785.663433,14464.633729,2300.68982,2,2,1,,-527.381049,-3.6988,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,1.15,3294.366667,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,0.91626,0.968729,14257.710956,13947.992142,3175.940817,2,0,1,,2172.666667,2187.0,14493.333333,14815.0,1,0.91626,0.968729,14785.663433,14464.633729,2300.68982,2,2,1,,-527.952478,-3.7029,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,1.2,3437.6,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,0.91626,0.968729,14257.710956,13947.992142,3175.940817,2,0,1,,2172.666667,2187.0,14493.333333,14815.0,1,0.91626,0.968729,14785.663433,14464.633729,2300.68982,2,2,1,,-527.952478,-3.7029,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,1.25,3580.833333,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,0.91626,0.968729,14257.710956,13947.992142,3175.940817,2,0,1,,2172.666667,2187.0,14493.333333,14815.0,1,0.91626,0.968729,14785.663433,14464.633729,2300.68982,2,2,1,,-527.952478,-3.7029,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,1.3,3724.066667,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,0.91626,0.968729,14257.710956,13947.992142,3175.940817,2,0,1,,2172.666667,2187.0,14493.333333,14815.0,1,0.91626,0.968729,14785.663433,14464.633729,2300.68982,2,2,1,,-527.952478,-3.7029,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,1.35,3867.3,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,0.91626,0.968729,14257.710956,13947.992142,3175.940817,2,0,1,,2172.666667,2187.0,14493.333333,14815.0,1,0.91626,0.968729,14785.663433,14464.633729,2300.68982,2,2,1,,-527.952478,-3.7029,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,1.4,4010.533333,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,0.91626,0.968729,14257.710956,13947.992142,3175.940817,2,0,1,,2172.666667,2187.0,14493.333333,14815.0,1,0.91626,0.968729,14785.663433,14464.633729,2300.68982,2,2,1,,-527.952478,-3.7029,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,mean_2b,2864.666667,1.5,4297.0,0.35,0.45,0.35,0.45,0.6,1.8,2864.666667,3019.0,13975.666667,14286.0,1,0.91626,0.968729,14257.710956,13947.992142,3175.940817,2,0,1,,2172.666667,2187.0,14493.333333,14815.0,1,0.91626,0.968729,14785.663433,14464.633729,2300.68982,2,2,1,,-527.952478,-3.7029,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,0.7,1512.233333,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,1.585717,1.597383,11047.290938,10211.05635,1512.233333,0,0,0,,1387.0,1500.0,8807.666667,9491.0,1,0.972963,1.021756,9482.231276,8799.529273,1512.233333,0,0,0,,1565.059662,14.1669,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,0.75,1620.25,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,1.477161,1.495238,10508.958106,9713.473104,1620.25,0,0,0,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,1046.389446,9.9571,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,0.8,1728.266667,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,1.38182,1.406449,10097.188337,9332.872617,1728.266667,0,0,0,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,634.619678,6.2851,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,0.85,1836.283333,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,1.298121,1.327489,9782.905856,9042.380031,1836.283333,0,0,0,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,320.337197,3.2745,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,0.9,1944.3,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,1.223535,1.257632,9545.15569,8822.626576,1944.3,0,0,0,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,82.587031,0.8652,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,0.95,2052.316667,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,1.157032,1.194794,9368.157912,8659.026803,2052.316667,0,0,0,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,-94.410748,-1.0078,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,1.0,2160.333333,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,1.097045,1.138486,9240.111466,8540.672949,2160.333333,0,0,0,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,-222.457193,-2.4075,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,1.05,2268.35,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,1.042851,1.087444,9151.865799,8459.107116,2268.35,0,0,0,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,-310.70286,-3.395,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,1.1,2376.366667,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,0.993488,1.041228,9096.35073,8407.79431,2376.366667,0,0,0,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,-366.217929,-4.026,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,1.15,2484.383333,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,0.948523,0.998889,9067.965027,8381.557288,2484.383333,0,0,0,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,-394.603632,-4.3516,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,1.2,2592.4,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,0.91626,0.968729,9061.772895,8375.833875,2567.933401,0,0,1,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,-400.795765,-4.4229,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,1.25,2700.416667,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,0.91626,0.968729,9061.772895,8375.833875,2567.933401,0,0,1,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,-400.795765,-4.4229,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,1.3,2808.433333,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,0.91626,0.968729,9061.772895,8375.833875,2567.933401,0,0,1,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,-400.795765,-4.4229,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,1.35,2916.45,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,0.91626,0.968729,9061.772895,8375.833875,2567.933401,0,0,1,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,-400.795765,-4.4229,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,1.4,3024.466667,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,0.91626,0.968729,9061.772895,8375.833875,2567.933401,0,0,1,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,-400.795765,-4.4229,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1211,1,2,1,1,5,single_arm_dominant,optimized,3,mean_2b,2160.333333,1.5,3240.5,0.35,0.45,0.35,0.45,0.6,1.8,2160.333333,2405.0,8401.0,9089.0,1,0.91626,0.968729,9061.772895,8375.833875,2567.933401,0,0,1,,1387.0,1500.0,8807.666667,9491.0,1,0.91626,0.968729,9462.568659,8781.282326,1601.621664,0,0,1,,-400.795765,-4.4229,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,0.7,1882.533333,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,1.545721,1.559732,15520.758809,14927.537881,1882.533333,0,0,0,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,2068.027626,13.3243,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,0.75,2017.0,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,1.438848,1.459665,14800.230787,14234.549254,2017.0,0,0,0,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,1347.499604,9.1046,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,0.8,2151.466667,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,1.345382,1.372097,14253.716634,13708.923489,2151.466667,0,0,0,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,800.985451,5.6195,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,0.85,2285.933333,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,1.263154,1.294613,13841.407424,13312.373203,2285.933333,0,0,0,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,388.676241,2.8081,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,0.9,2420.4,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,1.189824,1.226021,13534.391922,13017.09218,2420.4,0,0,0,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,81.660739,0.6034,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,0.95,2554.866667,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,1.124505,1.164371,13310.949564,12802.190041,2554.866667,0,0,0,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,-141.781619,-1.0652,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,1.0,2689.333333,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,1.065551,1.109093,13154.84243,12652.049497,2689.333333,0,0,0,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,-297.888754,-2.2645,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,1.05,2823.8,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,1.01231,1.059002,13053.47866,12554.559966,2823.8,0,0,0,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,-399.252523,-3.0586,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,1.1,2958.266667,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,0.964035,1.013356,12997.113537,12500.349181,2958.262376,0,0,0,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,-455.617646,-3.5055,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,1.15,3092.733333,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,0.91989,0.971834,12978.080655,12482.043758,3092.634416,0,0,0,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,-474.650528,-3.6573,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,1.2,3227.2,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,0.91626,0.968729,12977.975842,12481.94295,3103.748087,0,0,1,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,-474.755341,-3.6582,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,1.25,3361.666667,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,0.91626,0.968729,12977.975842,12481.94295,3103.748087,0,0,1,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,-474.755341,-3.6582,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,1.3,3496.133333,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,0.91626,0.968729,12977.975842,12481.94295,3103.748087,0,0,1,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,-474.755341,-3.6582,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,1.35,3630.6,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,0.91626,0.968729,12977.975842,12481.94295,3103.748087,0,0,1,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,-474.755341,-3.6582,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,1.4,3765.066667,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,0.91626,0.968729,12977.975842,12481.94295,3103.748087,0,0,1,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,-474.755341,-3.6582,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1212,1,2,1,2,6,mixed_balanced,optimized,3,mean_2b,2689.333333,1.5,4034.0,0.35,0.45,0.35,0.45,0.6,1.8,2689.333333,2923.0,12514.666667,13012.0,1,0.91626,0.968729,12977.975842,12481.94295,3103.748087,0,0,1,,1667.333333,1720.0,12997.0,13488.0,1,0.91626,0.968729,13452.731183,12963.015064,1826.358779,0,0,1,,-474.755341,-3.6582,2B,recommend_2arm_lower_worst_case_energy,2B has lower worst-case energy under seed perturbations
1221,1,2,2,1,6,mixed_balanced,optimized,3,mean_2b,2799.666667,0.7,1959.766667,0.35,0.45,0.35,0.45,0.6,1.8,2799.666667,3078.0,11139.666667,11647.0,1,1.563949,1.577298,14013.021717,13402.626507,1959.766667,0,0,0,,1842.0,1995.0,11610.333333,12138.0,1,0.994669,1.042406,12153.696763,11625.347722,1959.766667,0,0,0,,1859.324954,13.2686,3B,recommend_3arm_lower_worst_case_energy,3B has lower worst-case energy under seed perturbations
