counts_code,n1,n2,n3,n4,total_tasks,scenario_type,method,seed_count,seeds_used,deadline_base,deadline_reference_cmax_2B,deadline_ratio,deadline_value,lambda_single,lambda_dual,rho_single,rho_dual,speed_min,speed_max,mode,feasible,opt_speed_single,opt_speed_dual,worst_energy_z,max_cmax_after_speed,worst_energy_seed,binding_time_seed,primal_min,dual_min,stationarity_s_single,stationarity_s_dual,stationarity_z,stationarity_norm,max_complementarity_error,active_constraints,active_time_seeds,active_energy_seeds,selected_multipliers,kkt_pass,kkt_note
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,0.7,1638.7,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.534388,1.549293,12157.803921,1638.7,0,0,-6.98e-08,0.0,-0.0059153159,0.0040205304,0.9999488418,0.9999744206,0.0,time_seed_0+energy_seed_0,0,0,energy_seed_0:5.11582e-05;time_seed_0:0.000281872,0,KKT residual is reported for numerical inspection
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,0.7,1638.7,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,1.030637,1.076279,10744.841214,1638.7,0,1,-2.1e-08,0.0,-0.0130671957,0.0095001156,0.999738928,0.9998694555,0.0,energy_seed_0+time_seed_1,1,0,energy_seed_0:0.000261072;time_seed_1:0.000258371,0,KKT residual is reported for numerical inspection
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,0.75,1755.75,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.427291,1.449291,11599.219082,1755.75,0,0,-7.57e-08,0.0,-0.0059252872,0.0040729092,0.9999482997,0.9999741495,0.0,time_seed_0+energy_seed_0,0,0,energy_seed_0:5.17003e-05;time_seed_0:0.000215709,0,KKT residual is reported for numerical inspection
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,0.75,1755.75,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.957745,1.007591,10670.011883,1755.749572,0,1,0.0,0.0,-0.03231271,0.0238424276,0.9983848186,0.9991920829,2.302e-07,energy_seed_0+time_seed_1,1,0,energy_seed_0:0.00161518;time_seed_1:0.000537812,0,KKT residual is reported for numerical inspection
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,0.8,1872.8,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.334174,1.361412,11177.043326,1872.8,0,0,-9.29e-08,0.0,-0.0063431023,0.0044031638,0.9999403736,0.9999701864,0.0,time_seed_0+energy_seed_0,0,0,energy_seed_0:5.96264e-05;time_seed_0:0.000187626,0,KKT residual is reported for numerical inspection
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,0.8,1872.8,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10658.135901,1829.918411,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,0.85,1989.85,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.251635,1.284161,10860.256443,1989.85,0,0,-7.53e-08,0.0,-0.0068158737,0.0047831468,0.9999306606,0.9999653297,0.0,time_seed_0+energy_seed_0,0,0,energy_seed_0:6.93394e-05;time_seed_0:0.000162846,0,KKT residual is reported for numerical inspection
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,0.85,1989.85,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10658.135901,1829.918411,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,0.9,2106.9,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.178589,1.215295,10625.969083,2106.9,0,0,-9.39e-08,0.0,-0.0077764672,0.00551226,0.9999091333,0.9999545656,0.0,time_seed_0+energy_seed_0,0,0,energy_seed_0:9.08667e-05;time_seed_0:0.000156042,0,KKT residual is reported for numerical inspection
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,0.9,2106.9,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10658.135901,1829.918411,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,0.95,2223.95,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.113278,1.153669,10457.290336,2223.95,0,0,-5.71e-08,0.0,-0.0093739637,0.0067109926,0.9998670737,0.9999335346,0.0,time_seed_0+energy_seed_0,0,0,energy_seed_0:0.000132926;time_seed_0:0.000161077,0,KKT residual is reported for numerical inspection
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,0.95,2223.95,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10658.135901,1829.918411,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.0,2341.0,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.054304,1.098368,10341.42756,2341.0,0,0,-5.32e-08,0.0,-0.0119498016,0.0086463622,0.9997823953,0.9998911917,0.0,time_seed_0+energy_seed_0,0,0,energy_seed_0:0.000217605;time_seed_0:0.000174645,0,KKT residual is reported for numerical inspection
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.0,2341.0,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10658.135901,1829.918411,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.05,2458.05,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.001061,1.048274,10268.507284,2458.05,0,0,-6.91e-08,0.0,-0.0177726462,0.0129923871,0.9995150958,0.9997575185,0.0,time_seed_0+energy_seed_0,0,0,energy_seed_0:0.000484904;time_seed_0:0.000226712,0,KKT residual is reported for numerical inspection
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.05,2458.05,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10658.135901,1829.918411,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.1,2575.1,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.952809,1.002645,10230.884351,2575.1,0,0,-5.97e-08,0.0,-0.041199404,0.0304146669,0.9973706436,0.9986844565,0.0,time_seed_0+energy_seed_0,0,0,energy_seed_0:0.00262936;time_seed_0:0.000501122,0,KKT residual is reported for numerical inspection
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.1,2575.1,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10658.135901,1829.918411,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.15,2692.15,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,10222.11218,2670.434888,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.15,2692.15,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10658.135901,1829.918411,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.2,2809.2,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,10222.11218,2670.434888,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.2,2809.2,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10658.135901,1829.918411,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.25,2926.25,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,10222.11218,2670.434888,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.25,2926.25,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10658.135901,1829.918411,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.3,3043.3,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,10222.11218,2670.434888,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.3,3043.3,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10658.135901,1829.918411,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.35,3160.35,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,10222.11218,2670.434888,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.35,3160.35,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10658.135901,1829.918411,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.4,3277.4,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,10222.11218,2670.434888,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.4,3277.4,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10658.135901,1829.918411,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.5,3511.5,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,10222.11218,2670.434888,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1121,1,1,2,1,5,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2341.0,1.5,3511.5,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,10658.135901,1829.918411,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,0.7,2005.266667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.493716,1.511516,16646.786422,2005.266667,2,0,-8.5e-08,0.0,-0.0050382999,0.0025795468,0.9999679604,0.9999839801,0.0,time_seed_0+energy_seed_2,0,2,energy_seed_2:3.20396e-05;time_seed_0:0.000188012,0,KKT residual is reported for numerical inspection
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,0.7,2005.266667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,1.061994,1.105532,14976.619328,2005.266667,2,2,-6.42e-08,0.0,-0.0095712967,0.0051860776,0.9998814808,0.9999407387,0.0,time_seed_2+energy_seed_2,2,2,energy_seed_2:0.000118519;time_seed_2:0.000171347,0,KKT residual is reported for numerical inspection
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,0.75,2148.5,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.389173,1.413302,15924.171051,2148.5,2,0,-2.39e-08,0.0,-0.0052229367,0.0027029735,0.9999654137,0.9999827067,0.0,time_seed_0+energy_seed_2,0,2,energy_seed_2:3.45863e-05;time_seed_0:0.000152367,0,KKT residual is reported for numerical inspection
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,0.75,2148.5,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.986262,1.034523,14831.796606,2148.5,2,2,-8.73e-08,0.0,-0.0170432189,0.0093759946,0.9996214761,0.9998107202,0.0,time_seed_2+energy_seed_2,2,2,energy_seed_2:0.000378524;time_seed_2:0.000244551,0,KKT residual is reported for numerical inspection
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,0.8,2291.733333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.297905,1.327283,15383.691255,2291.733333,2,0,-2.8e-08,0.0,-0.0056488141,0.0029537117,0.9999593648,0.9999796822,0.0,time_seed_0+energy_seed_2,0,2,energy_seed_2:4.06352e-05;time_seed_0:0.000133444,0,KKT residual is reported for numerical inspection
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,0.8,2291.733333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.920322,0.972267,14785.810419,2291.702436,2,2,0.0,0.0,-0.4144677125,0.2312871689,0.6572347316,0.810700149,0.0003503107,time_seed_2+energy_seed_2,2,2,energy_seed_2:0.342765;time_seed_2:0.0113379,0,KKT residual is reported for numerical inspection
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,0.85,2434.966667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.217345,1.251422,14983.773779,2434.966667,2,0,-8.18e-08,0.0,-0.0063156493,0.0033370928,0.9999489738,0.9999744866,0.0,time_seed_0+energy_seed_2,0,2,energy_seed_2:5.10262e-05;time_seed_0:0.000122985,0,KKT residual is reported for numerical inspection
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,0.85,2434.966667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,14785.663433,2300.68982,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,0.9,2578.2,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.145383,1.1842,14694.067152,2578.2,2,0,-3.79e-08,0.0,-0.0071886973,0.0038421062,0.9999335564,0.9999667777,0.0,time_seed_0+energy_seed_2,0,2,energy_seed_2:6.64436e-05;time_seed_0:0.00011429,0,KKT residual is reported for numerical inspection
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,0.9,2578.2,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,14785.663433,2300.68982,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,0.95,2721.433333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.081383,1.123871,14491.845661,2721.433333,2,0,-7.52e-08,0.0,-0.008993806,0.0048572144,0.999895508,0.9999477526,0.0,time_seed_0+energy_seed_2,0,2,energy_seed_2:0.000104492;time_seed_0:0.000121889,0,KKT residual is reported for numerical inspection
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,0.95,2721.433333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,14785.663433,2300.68982,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.0,2864.666667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.02389,1.069536,14360.067017,2864.666667,2,0,-3.06e-08,0.0,-0.0127876806,0.0069766307,0.9997877568,0.9998938728,0.0,time_seed_0+energy_seed_2,0,2,energy_seed_2:0.000212243;time_seed_0:0.000152317,0,KKT residual is reported for numerical inspection
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.0,2864.666667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,14785.663433,2300.68982,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.05,3007.9,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.971697,1.02049,14285.624647,3007.9,2,0,-3.23e-08,0.0,-0.0230251534,0.0126977859,0.9993081299,0.9996540051,0.0,time_seed_0+energy_seed_2,0,2,energy_seed_2:0.00069187;time_seed_0:0.000242431,0,KKT residual is reported for numerical inspection
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.05,3007.9,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,14785.663433,2300.68982,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.1,3151.133333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.924076,0.97602,14258.282384,3151.131866,2,0,0.0,0.0,-0.1447157594,0.0807213004,0.9717429604,0.9857702371,1.9521e-06,time_seed_0+energy_seed_2,0,2,energy_seed_2:0.028257;time_seed_0:0.00133062,0,KKT residual is reported for numerical inspection
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.1,3151.133333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,14785.663433,2300.68982,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.15,3294.366667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,14257.710956,3175.940817,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.15,3294.366667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,14785.663433,2300.68982,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.2,3437.6,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,14257.710956,3175.940817,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.2,3437.6,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,14785.663433,2300.68982,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.25,3580.833333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,14257.710956,3175.940817,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.25,3580.833333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,14785.663433,2300.68982,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.3,3724.066667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,14257.710956,3175.940817,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.3,3724.066667,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,14785.663433,2300.68982,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.35,3867.3,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,14257.710956,3175.940817,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.35,3867.3,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,14785.663433,2300.68982,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.4,4010.533333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,14257.710956,3175.940817,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.4,4010.533333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,14785.663433,2300.68982,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.5,4297.0,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,0.91626,0.968729,14257.710956,3175.940817,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1122,1,1,2,2,6,dual_arm_dominant,optimized,3,"0,1,2",mean_2b,2864.666667,1.5,4297.0,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,14785.663433,2300.68982,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_2,,2,energy_seed_2:1,1,KKT conditions numerically satisfied for robust SLP solution
1211,1,2,1,1,5,single_arm_dominant,optimized,3,"0,1,2",mean_2b,2160.333333,0.7,1512.233333,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.585717,1.597383,11047.290938,1512.233333,0,0,-5.84e-08,0.0,-0.0044600669,0.0067889014,0.9999340143,0.9999670066,0.0,time_seed_0+energy_seed_0,0,0,energy_seed_0:6.59857e-05;time_seed_0:0.000372909,0,KKT residual is reported for numerical inspection
1211,1,2,1,1,5,single_arm_dominant,optimized,3,"0,1,2",mean_2b,2160.333333,0.7,1512.233333,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.972963,1.021756,9482.231276,1512.233333,0,0,-8.99e-08,0.0,-0.0185865925,0.0307462929,0.9987075336,0.9993535578,1e-10,time_seed_0+energy_seed_0,0,0,energy_seed_0:0.00129247;time_seed_0:0.000584508,0,KKT residual is reported for numerical inspection
1211,1,2,1,1,5,single_arm_dominant,optimized,3,"0,1,2",mean_2b,2160.333333,0.75,1620.25,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.477161,1.495238,10508.958106,1620.25,0,0,-7.11e-08,0.0,-0.0045350725,0.0069701247,0.9999308457,0.9999654223,0.0,time_seed_0+energy_seed_0,0,0,energy_seed_0:6.91543e-05;time_seed_0:0.000298664,0,KKT residual is reported for numerical inspection
1211,1,2,1,1,5,single_arm_dominant,optimized,3,"0,1,2",mean_2b,2160.333333,0.75,1620.25,0.35,0.45,0.35,0.45,0.6,1.8,3B,1,0.91626,0.968729,9462.568659,1601.621664,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,energy_seed_0,,0,energy_seed_0:1,1,KKT conditions numerically satisfied for robust SLP solution
1211,1,2,1,1,5,single_arm_dominant,optimized,3,"0,1,2",mean_2b,2160.333333,0.8,1728.266667,0.35,0.45,0.35,0.45,0.6,1.8,2B,1,1.38182,1.406449,10097.188337,1728.266667,0,0,-7.42e-08,0.0,-0.0045689687,0.0070999393,0.9999287103,0.9999643545,0.0,time_seed_0+energy_seed_0,0,0,energy_seed_0:7.12897e-05;time_seed_0:0.000235189,0,KKT residual is reported for numerical inspection
